	k	i	s
90	10	6	2.518623
89	10	5	2.042753
88	10	4	2.240417
87	10	3	2.336265
86	10	2	0.8641559999999999
85	10	1	1.034628
84	9	9	0.23226599999999997
83	9	8	0.8790969999999999
82	9	7	0.730396
81	9	6	3.6034599999999997
80	9	5	5.278248
79	9	4	2.3203110000000002
78	9	3	12.369973
77	9	2	2.0309880000000002
76	9	1	3.51445
75	8	7	-2.479264
74	8	6	-3.8052589999999995
73	8	5	-2.362493
72	8	4	-2.32934
71	8	3	-3.111311
70	8	2	-3.866139
69	8	1	-5.977482
68	7	9	-1.976309
67	7	8	-2.535515
66	7	7	-3.3252629999999996
65	7	6	-3.433714
64	7	5	-2.2317259999999997
63	7	4	-2.601861
62	7	3	-1.9433599999999998
61	7	2	-5.663145
60	7	1	-3.622579
59	6	8	-8.037489
58	6	7	-2.346967
57	6	6	-2.010818
56	6	5	-2.32174
55	6	4	-2.278323
54	6	3	-4.10608
53	6	2	-5.623933999999999
52	6	1	-8.070866
51	5	14	-1.14124
50	5	13	-1.0715860000000001
49	5	12	-0.131052
48	5	11	-0.140239
47	5	10	0.004489
46	5	9	2.013478
45	5	8	7.803607999999999
44	5	7	2.926755
43	5	6	2.970395
42	5	5	6.91672
41	5	4	11.375258
40	5	3	3.7012160000000005
39	5	2	11.495891
38	5	1	3.7863379999999998
37	4	9	-0.196398
36	4	8	0.030049
35	4	7	3.55289
34	4	6	12.259153999999999
33	4	5	21.264801000000002
32	4	4	7.8177
31	4	3	50.702896
30	4	2	14.759946
29	4	1	57.359885999999996
28	3	10	-4.354415
27	3	9	28.566941999999997
26	3	8	0.212731
25	3	7	23.903889999999997
24	3	6	-10.614884
23	3	5	-19.01937
22	3	4	-0.6451580000000003
21	3	3	18.099522
20	3	2	9.759953999999999
19	3	1	9.477849
18	2	13	-1.508481
17	2	12	-1.393294
16	2	11	-2.2668310000000003
15	2	10	-2.278752
14	2	9	-3.007427
13	2	8	-3.295918
12	2	7	-3.3684160000000003
11	2	6	-3.4912620000000003
10	2	5	-2.70398
9	2	4	-2.510271
8	2	3	-3.3821519999999996
7	2	2	-3.180445
6	2	1	-10.224277
5	1	6	0.403422
4	1	5	0.16053900000000002
3	1	4	23.347607
2	1	3	8.909421
1	1	2	29.971694
0	1	1	0.835318
