	k	i	s
90	10	6	1.023316
89	10	5	1.0198969999999998
88	10	4	0.249491
87	10	3	0.29941
86	10	2	0.039647
85	10	1	0.836723
84	9	9	1.4659959999999999
83	9	8	-0.780475
82	9	7	-0.487092
81	9	6	1.88925
80	9	5	2.9563179999999996
79	9	4	1.8543720000000001
78	9	3	0.5310219999999999
77	9	2	-0.351992
76	9	1	0.019362
75	8	7	-1.4742030000000002
74	8	6	-0.47487799999999997
73	8	5	0.02495
72	8	4	-0.727586
71	8	3	-1.174258
70	8	2	-0.429277
69	8	1	-1.645778
68	7	9	-2.155789
67	7	8	-1.124207
66	7	7	-1.9410189999999998
65	7	6	-2.921506
64	7	5	-3.127384
63	7	4	0.160716
62	7	3	0.624314
61	7	2	2.969388
60	7	1	4.578886
59	6	8	2.600683
58	6	7	0.982059
57	6	6	2.096939
56	6	5	7.829233
55	6	4	5.016102
54	6	3	2.340179
53	6	2	0.553702
52	6	1	4.094293
51	5	14	2.321223
50	5	13	4.91823
49	5	12	5.096724
48	5	11	4.081723
47	5	10	4.331319000000001
46	5	9	4.089346
45	5	8	4.872191
44	5	7	4.820353
43	5	6	5.050841999999999
42	5	5	5.106977
41	5	4	4.074069000000001
40	5	3	4.149654
39	5	2	4.675261
38	5	1	4.465294
37	4	9	1.417737
36	4	8	1.1926700000000001
35	4	7	3.900671
34	4	6	18.127272
33	4	5	8.465823
32	4	4	16.607946
31	4	3	3.1492419999999997
30	4	2	26.005035
29	4	1	-1.2353290000000001
28	3	10	-4.5831290000000005
27	3	9	8.446086
26	3	8	-0.8998389999999999
25	3	7	11.596786
24	3	6	-3.9781820000000003
23	3	5	2.540242
22	3	4	5.329918
21	3	3	2.120921
20	3	2	1.5339
19	3	1	0.28159
18	2	13	-2.888242
17	2	12	-4.491709999999999
16	2	11	-2.597571
15	2	10	-2.472221
14	2	9	-4.021395
13	2	8	-4.126346
12	2	7	-2.659253
11	2	6	-2.708786
10	2	5	-5.039365
9	2	4	-4.935142
8	2	3	-3.222811
7	2	2	-2.869552
6	2	1	-10.8527
5	1	6	1.3896709999999999
4	1	5	-0.426795
3	1	4	31.49263
2	1	3	-2.230484
1	1	2	33.769524
0	1	1	-6.117815
