	k	i	s
90	10	6	-0.183598
89	10	5	-0.37726
88	10	4	-0.620405
87	10	3	-0.630562
86	10	2	-0.5825140000000001
85	10	1	-0.41632700000000006
84	9	9	-0.8073
83	9	8	-1.845533
82	9	7	-1.441062
81	9	6	0.044344999999999996
80	9	5	0.4474
79	9	4	0.217202
78	9	3	0.972319
77	9	2	2.38807
76	9	1	0.511053
75	8	7	0.035293
74	8	6	-0.118656
73	8	5	-0.048139999999999995
72	8	4	5.035225
71	8	3	0.08252999999999999
70	8	2	2.0606
69	8	1	-1.444497
68	7	9	0.9207559999999999
67	7	8	-2.477478
66	7	7	-0.723579
65	7	6	-0.931726
64	7	5	0.8273180000000001
63	7	4	1.285951
62	7	3	-0.76561
61	7	2	-11.578042
60	7	1	-12.278713
59	6	8	-4.373307
58	6	7	-5.47413
57	6	6	4.159690999999999
56	6	5	4.001229
55	6	4	5.573367
54	6	3	3.672851
53	6	2	2.4621169999999997
52	6	1	1.502199
51	5	14	1.563448
50	5	13	6.180979
49	5	12	5.045472
48	5	11	2.801471
47	5	10	2.941177
46	5	9	3.363696
45	5	8	3.5305449999999996
44	5	7	4.061253
43	5	6	4.148023
42	5	5	7.860573
41	5	4	3.610679
40	5	3	3.6555199999999997
39	5	2	3.113596
38	5	1	3.0571099999999998
37	4	9	0.743308
36	4	8	3.136172
35	4	7	4.916718
34	4	6	3.8724849999999997
33	4	5	5.921474
32	4	4	16.891232000000002
31	4	3	-8.390779
30	4	2	23.261761
29	4	1	-2.02022
28	3	10	-0.7240310000000001
27	3	9	12.663692
26	3	8	-3.991602
25	3	7	11.307933
24	3	6	-6.640919
23	3	5	1.262909
22	3	4	-1.9338279999999999
21	3	3	0.710544
20	3	2	-1.9403650000000001
19	3	1	-8.647295
18	2	13	-4.683955
17	2	12	-3.820842
16	2	11	-6.212026
15	2	10	-4.722176999999999
14	2	9	-5.20972
13	2	8	-5.659441999999999
12	2	7	-6.982888000000001
11	2	6	-7.519597999999999
10	2	5	-6.2349120000000005
9	2	4	-6.4454519999999995
8	2	3	-5.192234
7	2	2	-5.381569
6	2	1	-10.634889999999999
5	1	6	3.360992
4	1	5	4.666275
3	1	4	10.175272999999999
2	1	3	9.134349
1	1	2	46.287931
0	1	1	12.589167
