	k	i	s
90	10	6	-2.894936
89	10	5	-1.856027
88	10	4	-2.276774
87	10	3	-2.388633
86	10	2	-2.0714580000000002
85	10	1	-4.91233
84	9	9	-2.258839
83	9	8	-1.387061
82	9	7	-0.565116
81	9	6	-0.48533999999999994
80	9	5	-0.38004699999999997
79	9	4	0.583538
78	9	3	-1.583941
77	9	2	-0.22304500000000005
76	9	1	2.651615
75	8	7	-1.442519
74	8	6	-0.912299
73	8	5	-2.803029
72	8	4	-0.1330650000000001
71	8	3	4.53201
70	8	2	7.358511
69	8	1	4.422507
68	7	9	-1.3734579999999998
67	7	8	-2.109638
66	7	7	-0.658821
65	7	6	-1.3121180000000001
64	7	5	-2.387622
63	7	4	-2.8129680000000006
62	7	3	4.623017999999999
61	7	2	3.576514
60	7	1	4.605334
59	6	8	1.115019
58	6	7	-3.5596970000000003
57	6	6	-1.160643
56	6	5	-2.599523
55	6	4	-3.101266
54	6	3	-0.767835
53	6	2	-1.3373329999999999
52	6	1	-2.359469
51	5	14	0.47764799999999996
50	5	13	-0.284881
49	5	12	4.609323
48	5	11	0.084887
47	5	10	2.429671
46	5	9	0.499478
45	5	8	5.438924999999999
44	5	7	3.875289
43	5	6	3.2917730000000005
42	5	5	7.661416000000001
41	5	4	1.8076740000000002
40	5	3	1.72173
39	5	2	0.914494
38	5	1	1.00432
37	4	9	-1.8388669999999998
36	4	8	0.299971
35	4	7	3.2836339999999997
34	4	6	7.373546000000001
33	4	5	4.396227
32	4	4	-5.09351
31	4	3	26.191572
30	4	2	4.806655999999999
29	4	1	20.426466
28	3	10	-6.096431
27	3	9	2.422346000000001
26	3	8	3.01588
25	3	7	17.975344
24	3	6	-4.156554
23	3	5	5.981136
22	3	4	8.293792999999999
21	3	3	20.516231
20	3	2	5.324525
19	3	1	6.240184999999999
18	2	13	1.608863
17	2	12	-0.563717
16	2	11	2.788482
15	2	10	-1.065491
14	2	9	-1.251576
13	2	8	-0.656157
12	2	7	-0.36788699999999996
11	2	6	-1.6394650000000002
10	2	5	-1.275427
9	2	4	-0.284775
8	2	3	0.025661
7	2	2	-1.196882
6	2	1	-0.094663
5	1	6	-2.267249
4	1	5	-1.8908490000000002
3	1	4	6.411141000000001
2	1	3	5.874162999999999
1	1	2	10.252556
0	1	1	-3.794693
