	k	i	s
90	10	6	0.102614
89	10	5	-0.026269
88	10	4	-0.24221900000000002
87	10	3	-0.514888
86	10	2	0.129873
85	10	1	0.174673
84	9	9	-0.043901
83	9	8	-0.291931
82	9	7	0.29481799999999997
81	9	6	0.360222
80	9	5	0.0907
79	9	4	0.336818
78	9	3	-0.48126499999999994
77	9	2	-0.928766
76	9	1	-1.1935959999999999
75	8	7	-2.017292
74	8	6	-0.331334
73	8	5	0.712747
72	8	4	1.0134610000000002
71	8	3	0.8929819999999999
70	8	2	3.92696
69	8	1	-3.353648
68	7	9	5.261279
67	7	8	0.386901
66	7	7	0.523598
65	7	6	0.37663
64	7	5	1.250627
63	7	4	1.430886
62	7	3	3.4851589999999995
61	7	2	2.637466
60	7	1	1.8631209999999998
59	6	8	-1.776028
58	6	7	1.307908
57	6	6	3.19658
56	6	5	3.09285
55	6	4	3.255775
54	6	3	0.5467569999999999
53	6	2	-0.357246
52	6	1	-0.019606000000000002
51	5	14	0.9617549999999999
50	5	13	3.124232
49	5	12	5.284497
48	5	11	2.028172
47	5	10	2.14272
46	5	9	2.747769
45	5	8	3.044841
44	5	7	14.098596
43	5	6	18.502181
42	5	5	21.432293
41	5	4	22.113585
40	5	3	17.240513
39	5	2	9.53051
38	5	1	2.7210360000000002
37	4	9	-2.898073
36	4	8	-1.686249
35	4	7	0.648282
34	4	6	6.563153
33	4	5	9.683124
32	4	4	-20.806568
31	4	3	10.541833
30	4	2	-2.061919
29	4	1	10.547901
28	3	10	-4.5152909999999995
27	3	9	17.825146
26	3	8	2.501809
25	3	7	16.25359
24	3	6	0.732701
23	3	5	1.976088
22	3	4	5.209535
21	3	3	-1.454827
20	3	2	3.106219
19	3	1	1.500622
18	2	13	0.12274700000000001
17	2	12	-2.224519
16	2	11	0.601997
15	2	10	-2.620942
14	2	9	-1.5499009999999998
13	2	8	0.5176149999999999
12	2	7	-1.0694190000000001
11	2	6	-1.118212
10	2	5	2.773078
9	2	4	4.4404319999999995
8	2	3	6.911034
7	2	2	5.085155
6	2	1	0.30872
5	1	6	8.036197
4	1	5	-0.6058939999999999
3	1	4	20.823751
2	1	3	3.5911230000000005
1	1	2	22.631207999999997
0	1	1	0.428845
