k	j	i	s	
10	89	6	0.550320	
10	89	5	0.402285	
10	88	4	-0.829725	
10	88	3	-0.600472	
10	87	2	-1.578042	
10	86	1	0.108294	
9	86	9	1.512262	
9	85	8	0.088134	
9	85	7	0.040997	
9	84	6	3.566993	
9	83	5	5.586033	
9	82	4	4.336691	
9	81	4	1.308783	
9	81	3	1.129710	
9	80	2	5.183357	
9	79	2	3.974384	
9	78	1	-1.150392	
8	78	7	-3.009416	
8	77	7	-2.311843	
8	76	6	-2.589445	
8	75	5	-1.043686	
8	74	4	3.089007	
8	73	4	4.257860	
8	72	3	5.918150	
8	71	2	2.565844	
8	71	1	2.548260	
7	71	9	3.259027	
7	70	8	3.731767	
7	69	7	3.272675	
7	69	6	1.026467	
7	68	5	1.596026	
7	68	4	0.642193	
7	67	3	-0.050345	
7	67	2	-0.320381	
7	66	1	-2.311240	
6	66	8	-2.092283	
6	66	7	-1.729473	
6	65	6	-3.723108	
6	65	5	-2.161079	
6	64	4	-3.304517	
6	63	3	-5.020573	
6	63	2	-5.239342	
6	62	1	-11.595882	
5	62	14	-3.140942	
5	62	13	-2.075423	
5	61	12	-0.281427	
5	61	11	-0.661865	
5	60	10	-0.752729	
5	60	9	-0.974876	
5	59	8	-0.235062	
5	59	7	-0.409936	
5	58	6	-0.068389	
5	58	5	-0.330686	
5	57	4	0.342537	
5	57	3	0.312451	
5	56	2	0.889353	
5	56	1	0.953089	
4	56	9	4.706625	
4	55	8	9.875259	
4	54	7	6.423464	
4	54	6	5.751289	
4	53	5	18.521931	
4	52	4	18.756683	
4	51	3	23.841076	
4	50	2	23.397406	
4	49	2	0.760041	
4	49	1	15.101443	
3	49	10	2.090595	
3	48	9	-10.388494	
3	47	9	19.754059	
3	46	8	6.154316	
3	45	7	9.146061	
3	45	6	3.790531	
3	44	5	4.680786	
3	44	4	7.271011	
3	43	3	4.952040	
3	42	2	8.352199	
3	42	1	7.712642	
2	42	13	5.155724	
2	41	12	2.354182	
2	41	11	2.478158	
2	40	10	-0.344635	
2	40	9	-0.471444	
2	39	8	-1.180105	
2	39	7	-1.063307	
2	38	6	-0.196730	
2	38	5	0.150794	
2	37	4	1.239719	
2	37	3	1.642219	
2	36	2	0.206900	
2	36	1	0.937707	
1	36	6	-5.480400	
1	35	5	-6.528252	
1	35	4	-6.248702	
1	34	3	-9.442822	
1	34	2	-2.530265	
1	33	1	-15.787580	
