k	j	i	s	
10	89	6	0.556950	
10	89	5	0.400249	
10	88	4	-0.813423	
10	88	3	-0.588852	
10	87	2	-1.582716	
10	86	1	0.117843	
9	86	9	1.517460	
9	85	8	0.091599	
9	85	7	0.040551	
9	84	6	3.613604	
9	83	5	5.594986	
9	82	4	4.433549	
9	81	4	1.298544	
9	81	3	1.100571	
9	80	2	5.229478	
9	79	2	4.013761	
9	78	1	-1.171443	
8	78	7	-3.055810	
8	77	7	-2.391905	
8	76	6	-2.664219	
8	75	5	-1.116967	
8	74	4	3.070779	
8	73	4	4.277210	
8	72	3	5.916420	
8	71	2	2.574459	
8	71	1	2.552028	
7	71	9	3.275618	
7	70	8	3.767340	
7	69	7	3.261966	
7	69	6	1.021334	
7	68	5	1.597802	
7	68	4	0.637723	
7	67	3	-0.053798	
7	67	2	-0.306945	
7	66	1	-2.358455	
6	66	8	-2.103494	
6	66	7	-1.732202	
6	65	6	-3.723071	
6	65	5	-2.180540	
6	64	4	-3.283480	
6	63	3	-5.016857	
6	63	2	-5.237841	
6	62	1	-11.573421	
5	62	14	-3.140606	
5	62	13	-2.079439	
5	61	12	-0.290496	
5	61	11	-0.664174	
5	60	10	-0.759111	
5	60	9	-0.980128	
5	59	8	-0.240066	
5	59	7	-0.419312	
5	58	6	-0.075389	
5	58	5	-0.339116	
5	57	4	0.343899	
5	57	3	0.314463	
5	56	2	0.888564	
5	56	1	0.952216	
4	56	9	4.700237	
4	55	8	9.852994	
4	54	7	6.417246	
4	54	6	5.738605	
4	53	5	18.516157	
4	52	4	18.741577	
4	51	3	23.923582	
4	50	2	23.324671	
4	49	2	0.811771	
4	49	1	15.148421	
3	49	10	2.120463	
3	48	9	-10.364152	
3	47	9	19.830553	
3	46	8	6.187599	
3	45	7	9.154048	
3	45	6	3.786535	
3	44	5	4.685422	
3	44	4	7.266212	
3	43	3	4.928020	
3	42	2	8.327002	
3	42	1	7.691093	
2	42	13	5.132700	
2	41	12	2.365937	
2	41	11	2.491240	
2	40	10	-0.360746	
2	40	9	-0.484801	
2	39	8	-1.180095	
2	39	7	-1.064437	
2	38	6	-0.186391	
2	38	5	0.154094	
2	37	4	1.239494	
2	37	3	1.637549	
2	36	2	0.206409	
2	36	1	0.926985	
1	36	6	-5.471335	
1	35	5	-6.506700	
1	35	4	-6.228170	
1	34	3	-9.438050	
1	34	2	-2.528700	
1	33	1	-15.783401	
