k	j	i	s	
10	83	6	1.709459	
10	82	5	-0.566687	
10	81	4	0.020368	
10	80	3	-0.106561	
10	79	2	-1.013967	
10	78	1	-1.868589	
9	78	9	-0.110397	
9	77	9	-1.721759	
9	76	8	0.835389	
9	75	8	-0.913752	
9	75	7	-0.977013	
9	74	6	0.877493	
9	73	6	0.801979	
9	72	5	0.930737	
9	71	4	3.248023	
9	70	3	3.057109	
9	69	3	-0.225999	
9	68	2	2.882930	
9	68	1	2.688876	
8	68	7	1.745243	
8	67	6	5.991329	
8	66	5	4.943065	
8	65	5	2.125504	
8	65	4	1.836687	
8	64	3	5.524038	
8	63	3	4.085444	
8	62	2	5.379523	
8	61	2	2.694348	
8	61	1	2.662581	
7	61	9	1.591224	
7	60	8	1.440951	
7	60	7	2.076975	
7	59	6	1.084555	
7	59	5	1.099110	
7	58	4	7.245633	
7	57	3	8.142938	
7	56	2	5.639841	
7	56	1	5.509552	
6	56	8	1.228697	
6	55	7	-1.634081	
6	55	6	-1.243852	
6	54	5	-1.688772	
6	54	4	-4.884075	
6	53	3	-5.636028	
6	53	2	-9.394858	
6	52	1	-17.623808	
5	52	14	-0.488312	
5	52	13	-0.289652	
5	51	12	0.722943	
5	51	11	-0.130958	
5	50	10	0.502764	
5	50	9	-0.125002	
5	49	8	0.389904	
5	49	7	0.481522	
5	48	6	0.599720	
5	48	5	0.545149	
5	47	4	0.769503	
5	47	3	0.804307	
5	46	2	2.744009	
5	46	1	2.662995	
4	46	9	2.649547	
4	45	8	3.180624	
4	45	7	7.118547	
4	44	6	4.703336	
4	44	5	7.485993	
4	43	4	10.189250	
4	42	3	30.815296	
4	41	2	17.262054	
4	40	1	42.846947	
3	40	10	6.755704	
3	39	10	-0.537327	
3	38	9	20.377153	
3	37	8	4.917286	
3	36	7	19.804504	
3	35	6	1.497857	
3	35	5	0.537304	
3	34	4	1.742113	
3	34	3	-0.130249	
3	33	2	0.768860	
3	33	1	-2.618615	
2	33	13	1.357693	
2	32	12	1.732717	
2	32	11	1.735927	
2	31	10	3.088640	
2	31	9	3.121425	
2	30	8	3.565943	
2	30	7	3.639069	
2	29	6	3.478340	
2	29	5	3.517061	
2	28	4	4.453380	
2	28	3	4.318597	
2	27	2	2.798917	
2	27	1	3.788167	
1	27	6	7.733646	
1	26	5	2.104325	
1	26	4	0.822711	
1	25	3	22.419510	
1	24	2	6.061353	
1	23	2	10.984494	
1	22	1	0.726787	
