k	j	i	s	
10	90	6	1.743209	
10	89	5	1.145746	
10	89	4	1.045048	
10	88	3	1.492451	
10	87	2	0.648534	
10	87	1	0.868951	
9	87	9	0.930256	
9	86	8	1.780583	
9	85	8	0.020058	
9	85	7	-0.275147	
9	84	6	1.204894	
9	83	6	0.138993	
9	82	5	2.560667	
9	81	5	3.718292	
9	80	4	5.542334	
9	79	4	3.652488	
9	78	3	4.247737	
9	77	3	1.802088	
9	76	2	7.589047	
9	75	2	1.440458	
9	74	1	-1.866908	
8	74	7	-0.709798	
8	73	6	-1.007960	
8	73	5	-0.692533	
8	72	4	4.615148	
8	71	3	1.337461	
8	70	2	4.218095	
8	69	2	2.695761	
8	69	1	2.850558	
7	69	9	1.571412	
7	68	8	4.409051	
7	67	7	1.840719	
7	67	6	1.101864	
7	66	5	6.104004	
7	65	4	2.429989	
7	64	3	5.802717	
7	63	3	4.357130	
7	62	2	2.847256	
7	62	1	4.331475	
6	62	8	1.304590	
6	61	7	5.611124	
6	60	6	13.341898	
6	59	6	5.382818	
6	59	5	4.947675	
6	58	4	4.788876	
6	58	3	1.168511	
6	57	2	3.062377	
6	57	1	0.212093	
5	57	14	1.655723	
5	56	13	1.671615	
5	56	12	1.883374	
5	55	11	-5.289690	
5	55	10	-5.781771	
5	54	9	-3.718986	
5	54	8	-3.488955	
5	53	7	0.123663	
5	53	6	0.296306	
5	52	5	0.150131	
5	52	4	0.409616	
5	51	3	-3.353601	
5	51	2	-2.788040	
5	50	1	-4.017393	
4	50	9	-3.650622	
4	50	8	-7.788060	
4	49	7	-5.679663	
4	49	6	-6.136087	
4	48	5	-6.969454	
4	48	4	-5.972631	
4	47	3	-14.031095	
4	47	2	-8.199968	
4	46	1	-39.700680	
3	46	10	-0.536594	
3	46	9	-1.614543	
3	45	8	1.292684	
3	45	7	10.177234	
3	44	6	2.403344	
3	44	5	4.309479	
3	43	4	6.060490	
3	43	3	6.262089	
3	42	2	5.693130	
3	42	1	4.591088	
2	42	13	3.527670	
2	41	12	3.914263	
2	41	11	3.993960	
2	40	10	2.351949	
2	40	9	2.299825	
2	39	8	1.605953	
2	39	7	1.798208	
2	38	6	0.647869	
2	38	5	0.536066	
2	37	4	1.267707	
2	37	3	1.991157	
2	36	2	0.117452	
2	36	1	0.845800	
1	36	6	0.103156	
1	35	5	-3.586167	
1	35	4	-4.294491	
1	34	3	0.748666	
1	34	2	4.085013	
1	33	1	-5.393347	
