k	j	i	s	
10	110	6	-1.195642	
10	110	5	-1.334695	
10	109	4	-2.866139	
10	109	3	-2.751640	
10	108	2	-0.908553	
10	108	1	-0.730114	
9	108	9	-0.233778	
9	107	8	-1.137412	
9	107	7	-0.728096	
9	106	6	-0.446607	
9	106	5	-0.298275	
9	105	4	2.427962	
9	104	3	1.455073	
9	103	3	2.695407	
9	102	2	3.837753	
9	101	2	3.499838	
9	101	1	2.762092	
8	101	7	0.293124	
8	100	6	1.926210	
8	99	6	-2.201244	
8	98	5	0.547514	
8	97	5	1.649724	
8	96	4	2.739717	
8	95	4	3.439258	
8	94	3	2.536677	
8	93	3	8.437391	
8	92	2	1.058308	
8	92	1	1.039685	
7	92	9	-0.304671	
7	91	8	1.593455	
7	91	7	1.852455	
7	90	6	-0.288348	
7	90	5	-0.075458	
7	89	4	5.574436	
7	88	3	9.846679	
7	87	2	7.094978	
7	86	1	8.356739	
6	86	8	2.789649	
6	85	8	2.940175	
6	84	7	4.377515	
6	83	7	2.648154	
6	82	6	2.522455	
6	81	6	7.655925	
6	80	5	3.923852	
6	80	4	2.958397	
6	79	3	1.782351	
6	79	2	-0.504173	
6	78	1	4.105536	
5	78	14	3.133900	
5	78	13	1.519944	
5	77	12	2.154440	
5	77	11	0.229444	
5	76	10	1.879195	
5	76	9	1.762672	
5	75	8	1.913677	
5	75	7	1.833401	
5	74	6	3.663286	
5	74	5	3.764020	
5	73	4	3.862293	
5	73	3	3.917882	
5	72	2	3.145370	
5	72	1	3.612102	
4	72	9	2.267296	
4	71	8	-0.026662	
4	71	7	3.735985	
4	70	6	-0.101511	
4	70	5	1.411623	
4	69	4	3.345481	
4	68	3	11.728219	
4	67	2	6.266830	
4	66	1	10.766630	
3	66	10	2.652798	
3	65	10	-3.204029	
3	64	9	9.410853	
3	63	9	2.845027	
3	63	8	-0.703989	
3	62	7	9.776261	
3	61	7	7.311628	
3	60	6	1.544255	
3	60	5	0.507372	
3	59	4	0.201369	
3	59	3	-0.922472	
3	58	2	-0.496878	
3	58	1	-3.764500	
2	58	13	2.963205	
2	57	12	2.032076	
2	57	11	2.119090	
2	56	10	3.668882	
2	56	9	3.536817	
2	55	8	4.026762	
2	55	7	3.997793	
2	54	6	4.462644	
2	54	5	4.547354	
2	53	4	3.454016	
2	53	3	3.505924	
2	52	2	3.867963	
2	52	1	3.803428	
1	52	6	3.461065	
1	51	5	4.240983	
1	51	4	5.711295	
1	50	3	25.329893	
1	49	3	9.666542	
1	48	2	24.409801	
1	47	2	0.727617	
1	46	1	1.957434	
