k	j	i	s	
10	119	6	1.891680	
10	118	5	-0.902997	
10	117	4	1.231462	
10	117	3	1.232639	
10	116	2	-0.186493	
10	116	1	-0.136905	
9	116	9	0.276352	
9	115	8	0.306265	
9	115	7	0.107898	
9	114	6	0.375052	
9	113	5	0.709229	
9	112	4	-0.897420	
9	111	4	2.352650	
9	111	3	1.574176	
9	110	2	1.466681	
9	109	2	2.618249	
9	109	1	1.692959	
8	109	7	-1.734970	
8	108	6	-0.524077	
8	108	5	-0.433184	
8	107	4	-0.512236	
8	107	3	-0.387866	
8	106	2	-0.889587	
8	105	1	-3.097037	
7	105	9	3.057138	
7	104	8	3.108099	
7	103	7	4.510514	
7	102	6	5.923174	
7	101	6	7.113861	
7	100	5	6.080527	
7	99	4	8.925268	
7	98	3	13.011072	
7	97	3	15.332106	
7	96	2	4.281636	
7	96	1	7.138181	
6	96	8	0.919852	
6	95	7	-1.538640	
6	95	6	-1.305912	
6	94	5	0.081448	
6	94	4	-0.350456	
6	93	3	0.259817	
6	93	2	-4.219684	
6	92	1	-2.396186	
5	92	14	1.011941	
5	92	13	1.269001	
5	91	12	1.375781	
5	91	11	2.030670	
5	90	10	1.842431	
5	90	9	1.442749	
5	89	8	3.562402	
5	89	7	3.281147	
5	88	6	3.307013	
5	88	5	3.380958	
5	87	4	4.052550	
5	87	3	4.073176	
5	86	2	4.327222	
5	86	1	4.465701	
4	86	9	3.707958	
4	85	8	2.961810	
4	85	7	8.205152	
4	84	6	5.545919	
4	84	5	11.948783	
4	83	4	19.625298	
4	82	3	36.868153	
4	81	3	18.061255	
4	80	2	23.178686	
4	79	1	7.192338	
3	79	10	-4.794815	
3	78	9	20.226122	
3	77	9	2.051735	
3	77	8	1.009056	
3	76	7	21.595005	
3	75	6	1.045080	
3	75	5	0.118029	
3	74	4	-1.981822	
3	74	3	-2.737287	
3	73	2	0.808953	
3	73	1	-0.755979	
2	73	13	-0.628415	
2	72	12	-0.189567	
2	72	11	-0.351873	
2	71	10	-0.438291	
2	71	9	-0.708131	
2	70	8	-0.362994	
2	70	7	-0.387585	
2	69	6	-1.600840	
2	69	5	-1.568889	
2	68	4	-2.559058	
2	68	3	-2.081296	
2	67	2	-1.639511	
2	67	1	-0.366195	
1	67	6	-1.237051	
1	66	5	-2.351061	
1	66	4	-2.133547	
1	65	3	-4.941178	
1	65	2	-2.639706	
1	64	1	1.459392	
