	k	i	s
90	10	6	2.674796
89	10	5	3.6388819999999997
88	10	4	3.222851
87	10	3	3.6076360000000003
86	10	2	5.653062
85	10	1	2.975731
84	9	9	5.293949
83	9	8	2.009287
82	9	7	3.1993150000000004
81	9	6	7.733416999999999
80	9	5	7.858953
79	9	4	3.387287
78	9	3	3.0760490000000003
77	9	2	0.9037330000000001
76	9	1	2.084231
75	8	7	1.9597060000000002
74	8	6	0.027399
73	8	5	0.59972
72	8	4	2.720422
71	8	3	4.557744
70	8	2	3.9626669999999997
69	8	1	2.663997
68	7	9	-1.346934
67	7	8	-1.9258939999999998
66	7	7	-1.0904129999999999
65	7	6	-1.563657
64	7	5	-0.36125
63	7	4	3.202502
62	7	3	9.057425
61	7	2	10.683779
60	7	1	8.038847
59	6	8	2.570888
58	6	7	-10.686578
57	6	6	-15.088375
56	6	5	5.636226
55	6	4	8.346034
54	6	3	2.6324650000000003
53	6	2	2.179154
52	6	1	1.442962
51	5	14	3.008717
50	5	13	3.356013
49	5	12	3.4754949999999996
48	5	11	3.633206
47	5	10	3.834798
46	5	9	5.671771
45	5	8	10.622811
44	5	7	3.348877
43	5	6	2.67578
42	5	5	2.548324
41	5	4	3.255866
40	5	3	3.2479150000000003
39	5	2	2.36064
38	5	1	2.188634
37	4	9	-0.675323
36	4	8	-0.038402
35	4	7	2.113569
34	4	6	7.823131
33	4	5	9.310855
32	4	4	-8.504877
31	4	3	17.629019
30	4	2	-6.255682
29	4	1	9.69575
28	3	10	-9.994306
27	3	9	33.234058000000005
26	3	8	3.3576699999999997
25	3	7	34.021677999999994
24	3	6	6.811762
23	3	5	3.256465
22	3	4	11.812864999999999
21	3	3	7.992485
20	3	2	19.022213999999998
19	3	1	4.817803
18	2	13	-1.677518
17	2	12	-1.163391
16	2	11	-1.7121009999999999
15	2	10	-4.707766
14	2	9	-5.300248000000001
13	2	8	-5.326412
12	2	7	-5.480779
11	2	6	-5.453386
10	2	5	-5.553992
9	2	4	-5.654093
8	2	3	-5.769005
7	2	2	-6.51307
6	2	1	-6.195421
5	1	6	1.644336
4	1	5	-1.19229
3	1	4	-2.640943
2	1	3	-2.441353
1	1	2	3.6982699999999995
0	1	1	-8.953858
