	k	i	s
90	10	6	7.7013110000000005
89	10	5	5.2117379999999995
88	10	4	2.637657
87	10	3	-2.20079
86	10	2	-0.272833
85	10	1	1.3837760000000001
84	9	9	-2.076031
83	9	8	-2.441258
82	9	7	-0.5629469999999999
81	9	6	2.695022
80	9	5	4.481714
79	9	4	2.349436
78	9	3	4.046816000000001
77	9	2	3.300981
76	9	1	2.110089
75	8	7	2.3877759999999997
74	8	6	-2.468136
73	8	5	2.399982
72	8	4	0.5772270000000002
71	8	3	5.412599
70	8	2	5.1278950000000005
69	8	1	1.921631
68	7	9	-1.580028
67	7	8	-3.1702169999999996
66	7	7	-2.659642
65	7	6	-1.531634
64	7	5	-1.157141
63	7	4	3.138795
62	7	3	2.999886
61	7	2	11.569545
60	7	1	0.524622
59	6	8	-0.739675
58	6	7	-7.518313000000001
57	6	6	0.978389
56	6	5	3.797415
55	6	4	4.090236
54	6	3	1.4563620000000002
53	6	2	0.34432399999999996
52	6	1	-2.979149
51	5	14	5.812636
50	5	13	3.687131
49	5	12	3.982393
48	5	11	6.746588
47	5	10	7.947485
46	5	9	4.0883400000000005
45	5	8	4.094530000000001
44	5	7	5.637301
43	5	6	5.581219
42	5	5	21.246416
41	5	4	10.817048
40	5	3	18.610892
39	5	2	18.878403000000002
38	5	1	5.8670919999999995
37	4	9	3.2121419999999996
36	4	8	3.3782900000000002
35	4	7	9.833136999999999
34	4	6	11.761878
33	4	5	4.617408999999999
32	4	4	6.597817999999999
31	4	3	-19.369239999999998
30	4	2	-14.376524
29	4	1	-35.113621
28	3	10	3.131941
27	3	9	10.661716
26	3	8	-4.30472
25	3	7	29.389938
24	3	6	5.243767
23	3	5	3.434828
22	3	4	2.463027
21	3	3	1.831018
20	3	2	3.932092
19	3	1	2.77962
18	2	13	-1.417872
17	2	12	-1.422152
16	2	11	-3.8542910000000004
15	2	10	-4.875038
14	2	9	-3.942811
13	2	8	-4.737612
12	2	7	-5.053954
11	2	6	-5.200058
10	2	5	-3.879308
9	2	4	-4.025796
8	2	3	-2.920511
7	2	2	-3.323719
6	2	1	-11.931689
5	1	6	3.861915
4	1	5	4.0968029999999995
3	1	4	-0.573697
2	1	3	-2.7399240000000002
1	1	2	12.340296
0	1	1	-6.551435
