	k	i	s
90	10	6	2.0198419999999997
89	10	5	2.562158
88	10	4	-1.30526
87	10	3	2.889552
86	10	2	5.297128
85	10	1	4.158208999999999
84	9	9	6.471039
83	9	8	3.1343739999999998
82	9	7	0.14881699999999998
81	9	6	1.2522419999999999
80	9	5	6.450442999999999
79	9	4	13.299101
78	9	3	13.797367999999999
77	9	2	6.425252
76	9	1	3.01634
75	8	7	1.759669
74	8	6	-3.005384
73	8	5	3.205214
72	8	4	10.347763999999998
71	8	3	10.343335
70	8	2	5.988659999999999
69	8	1	2.216564
68	7	9	0.44401899999999994
67	7	8	-0.031945999999999995
66	7	7	0.018216
65	7	6	3.3432839999999997
64	7	5	0.18793000000000004
63	7	4	-0.826155
62	7	3	19.510953999999998
61	7	2	10.89972
60	7	1	-0.15456099999999998
59	6	8	-2.533163
58	6	7	5.460627
57	6	6	8.419997
56	6	5	6.0050870000000005
55	6	4	6.339461
54	6	3	10.209661
53	6	2	14.974561999999999
52	6	1	3.5954610000000002
51	5	14	2.2022939999999998
50	5	13	1.987452
49	5	12	2.132115
48	5	11	3.112955
47	5	10	3.2872489999999996
46	5	9	3.0663080000000003
45	5	8	3.2446450000000002
44	5	7	7.209386
43	5	6	10.363285000000001
42	5	5	11.38861
41	5	4	-1.343337
40	5	3	-0.056257
39	5	2	15.705449999999999
38	5	1	-0.639204
37	4	9	0.929218
36	4	8	-3.951946
35	4	7	16.39164
34	4	6	-7.994021000000001
33	4	5	1.507049
32	4	4	1.633899
31	4	3	-12.452187
30	4	2	-10.588539
29	4	1	-46.849148
28	3	10	2.723494
27	3	9	12.841153
26	3	8	5.51975
25	3	7	23.599934
24	3	6	-4.894935
23	3	5	2.6450709999999997
22	3	4	14.660488
21	3	3	12.710836999999998
20	3	2	5.139976
19	3	1	3.764041
18	2	13	-3.3780690000000004
17	2	12	-3.599079
16	2	11	-5.26923
15	2	10	-6.307645
14	2	9	-6.040618
13	2	8	-6.456155
12	2	7	-6.584074
11	2	6	-6.844711
10	2	5	-6.173098
9	2	4	-6.224256
8	2	3	-7.578572
7	2	2	-7.829362
6	2	1	-14.618648
5	1	6	-1.200796
4	1	5	-1.692275
3	1	4	4.8324489999999996
2	1	3	-4.815091000000001
1	1	2	5.8783
0	1	1	-4.412328
