	k	i	s
78	10	6	2.801546
77	10	5	2.217261
76	10	4	0.265623
75	10	3	0.965994
74	10	2	1.0931739999999999
73	10	1	-0.013431
72	9	9	-0.48650299999999996
71	9	8	1.6501860000000002
70	9	7	1.072227
69	9	6	4.0206349999999995
68	9	5	3.9289989999999997
67	9	4	1.161389
66	9	3	10.109171
65	9	2	6.822044
64	9	1	0.560802
63	8	7	-3.375294
62	8	6	-2.159589
61	8	5	-2.6174910000000002
60	8	4	1.916175
59	8	3	4.000965
58	8	2	3.526689
57	8	1	2.060636
56	7	9	-1.4688809999999999
55	7	8	-2.049
54	7	7	-3.135393
53	7	6	-3.492583
52	7	5	0.040894
51	7	4	0.054965999999999994
50	7	3	-4.451263
49	7	2	0.9197310000000005
48	7	1	-1.413322
47	6	8	-1.385185
46	6	7	16.273933
45	6	6	19.053082999999997
44	6	5	13.082554
43	6	4	17.112442
42	6	3	16.840626
41	6	2	25.596767
40	6	1	6.171056
39	5	14	1.310367
38	5	13	0.834635
37	5	12	1.138123
36	5	11	1.834063
35	5	10	2.002934
34	5	9	1.956541
33	5	8	2.092278
32	5	7	1.6488880000000001
31	5	6	1.781147
30	5	5	1.039585
29	5	4	1.213068
28	5	3	1.316258
27	5	2	1.495579
26	5	1	1.404706
25	4	9	-2.7993900000000003
24	4	8	-1.434218
23	4	7	1.9077490000000001
22	4	6	4.266725
21	4	5	20.397399
20	4	4	1.9518080000000002
19	4	3	36.620495
18	4	2	2.616381
17	4	1	15.072123000000001
16	3	10	0.63478
15	3	9	17.814218
14	3	8	-4.231706
13	3	7	26.810106
12	3	6	-1.8807420000000001
11	3	5	27.213701
10	3	4	17.729832000000002
9	3	3	16.855960999999997
8	3	2	23.482861
7	3	1	8.658135000000001
6	2	13	2.2919560000000003
5	2	12	2.760681
4	2	11	2.684628
3	2	10	3.513935
2	2	1	6.422008
1	1	6	3.7440279999999997
0	1	1	-10.709826
