	k	i	s
90	10	6	1.595446
89	10	5	1.637216
88	10	4	0.312502
87	10	3	3.711654
86	10	2	-0.364088
85	10	1	0.34513
84	9	9	-0.73475
83	9	8	-0.80371
82	9	7	-0.16501500000000002
81	9	6	1.849779
80	9	5	1.8177850000000002
79	9	4	-1.1078430000000001
78	9	3	9.804047
77	9	2	5.137207
76	9	1	4.259669000000001
75	8	7	1.8636130000000002
74	8	6	-5.16772
73	8	5	4.827113
72	8	4	3.830399
71	8	3	4.620093000000001
70	8	2	0.5131739999999999
69	8	1	0.227875
68	7	9	-1.4754209999999999
67	7	8	-1.469817
66	7	7	-0.8647809999999999
65	7	6	-0.20096
64	7	5	-0.0939000000000001
63	7	4	-0.09491799999999999
62	7	3	0.770055
61	7	2	1.9286949999999998
60	7	1	9.123855
59	6	8	9.66977
58	6	7	2.93071
57	6	6	22.117513
56	6	5	6.129405
55	6	4	15.102356
54	6	3	6.632389999999999
53	6	2	4.487911
52	6	1	8.705967999999999
51	5	14	2.0348610000000003
50	5	13	3.141785
49	5	12	2.818176
48	5	11	1.942973
47	5	10	2.76568
46	5	9	2.62443
45	5	8	3.29492
44	5	7	3.3795269999999995
43	5	6	4.431693
42	5	5	4.532272
41	5	4	4.482708000000001
40	5	3	4.555381
39	5	2	4.916281
38	5	1	4.895472
37	4	9	1.8539009999999998
36	4	8	2.8086759999999997
35	4	7	6.5659410000000005
34	4	6	21.343823999999998
33	4	5	28.129741999999997
32	4	4	19.97053
31	4	3	25.03726
30	4	2	-1.5270030000000006
29	4	1	-9.462525
28	3	10	2.091026
27	3	9	16.266338
26	3	8	6.286493
25	3	7	13.785357999999999
24	3	6	5.074138
23	3	5	6.539011
22	3	4	12.3014
21	3	3	6.324058999999999
20	3	2	19.723199
19	3	1	2.9102259999999998
18	2	13	3.6268269999999996
17	2	12	3.074376
16	2	11	3.184381
15	2	10	1.312724
14	2	9	1.316906
13	2	8	1.383536
12	2	7	1.5427440000000001
11	2	6	2.234416
10	2	5	2.4702509999999998
9	2	4	2.412327
8	2	3	2.647294
7	2	2	1.587209
6	2	1	1.641793
5	1	6	0.01179
4	1	5	3.4222089999999996
3	1	4	5.103832
2	1	3	6.735578
1	1	2	12.795033
0	1	1	3.9751230000000004
