	k	i	s
90	10	6	-0.483544
89	10	5	-1.08083
88	10	4	-1.302734
87	10	3	0.082499
86	10	2	-0.114344
85	10	1	-0.6037100000000001
84	9	9	0.23724099999999998
83	9	8	3.275697
82	9	7	4.047092
81	9	6	3.141691
80	9	5	5.165229
79	9	4	3.821847
78	9	3	13.060198999999999
77	9	2	1.6593490000000002
76	9	1	3.9915809999999996
75	8	7	1.304778
74	8	6	-1.692793
73	8	5	-1.593261
72	8	4	1.6087650000000002
71	8	3	-0.608276
70	8	2	-3.057395
69	8	1	-3.7073699999999996
68	7	9	-3.6637589999999998
67	7	8	-2.417548
66	7	7	-3.4391879999999997
65	7	6	-1.91555
64	7	5	-1.210754
63	7	4	-3.178936
62	7	3	-1.5401479999999999
61	7	2	6.829224
60	7	1	5.739093
59	6	8	4.653396
58	6	7	11.741418
57	6	6	18.546051000000002
56	6	5	17.472746
55	6	4	20.285141
54	6	3	16.570883
53	6	2	9.625003
52	6	1	7.444897999999999
51	5	14	2.5818779999999997
50	5	13	2.5001279999999997
49	5	12	3.03157
48	5	11	2.863208
47	5	10	3.054871
46	5	9	3.362336
45	5	8	3.512843
44	5	7	4.578282
43	5	6	4.778018
42	5	5	4.383192
41	5	4	4.442378
40	5	3	8.914521
39	5	2	2.865256
38	5	1	3.132023
37	4	9	0.89112
36	4	8	3.566433
35	4	7	6.729425
34	4	6	17.404495
33	4	5	20.218687
32	4	4	18.697158
31	4	3	39.342064
30	4	2	6.832915
29	4	1	35.763474
28	3	10	-12.691656000000002
27	3	9	25.435087
26	3	8	-1.104575
25	3	7	34.19157
24	3	6	7.205463000000001
23	3	5	8.087102
22	3	4	13.947357
21	3	3	17.115625
20	3	2	5.628269
19	3	1	5.323681
18	2	13	3.904699
17	2	12	3.669925
16	2	11	2.967037
15	2	10	2.511978
14	2	9	1.927432
13	2	8	1.896384
12	2	7	1.673813
11	2	6	2.6817729999999997
10	2	5	2.657093
9	2	4	1.2021709999999999
8	2	3	1.286265
7	2	2	2.675235
6	2	1	2.311244
5	1	6	-0.666274
4	1	5	4.39285
3	1	4	10.236628999999999
2	1	3	7.607517999999999
1	1	2	24.136986
0	1	1	1.439509
