	k	i	s
90	10	6	1.995507
89	10	5	6.538618
88	10	4	4.0860009999999996
87	10	3	3.621638
86	10	2	1.6086120000000002
85	10	1	1.327014
84	9	9	0.050527999999999997
83	9	8	2.9943269999999997
82	9	7	5.698117
81	9	6	6.3053300000000005
80	9	5	2.8894900000000003
79	9	4	3.217607
78	9	3	7.373842999999999
77	9	2	11.273303
76	9	1	3.313297
75	8	7	2.541585
74	8	6	-3.873302
73	8	5	0.23735100000000003
72	8	4	-3.01289
71	8	3	-2.262138
70	8	2	-2.925458
69	8	1	-2.5935189999999997
68	7	9	-2.386094
67	7	8	-3.887268
66	7	7	-2.159783
65	7	6	-1.357281
64	7	5	-3.851833
63	7	4	-3.580774
62	7	3	1.293333
61	7	2	-0.07002599999999992
60	7	1	4.667269999999999
59	6	8	4.10076
58	6	7	4.460072
57	6	6	10.792327
56	6	5	17.161071
55	6	4	11.369381
54	6	3	10.34994
53	6	2	5.782125
52	6	1	5.691202
51	5	14	1.067367
50	5	13	0.718762
49	5	12	0.975784
48	5	11	1.2187860000000001
47	5	10	1.300693
46	5	9	1.87915
45	5	8	2.0067369999999998
44	5	7	2.91341
43	5	6	3.06442
42	5	5	3.652712
41	5	4	3.773798
40	5	3	3.019751
39	5	2	3.134478
38	5	1	6.22
37	4	9	1.143399
36	4	8	1.2298
35	4	7	14.168223000000001
34	4	6	17.310431
33	4	5	26.214426
32	4	4	18.934008
31	4	3	46.532294
30	4	2	-7.302988000000001
29	4	1	15.096167000000001
28	3	10	-0.6432399999999999
27	3	9	17.928011000000005
26	3	8	0.8885209999999999
25	3	7	16.838099
24	3	6	4.032166
23	3	5	-2.411572
22	3	4	-3.831332
21	3	3	-3.226502
20	3	2	-2.629143
19	3	1	-6.918183
18	2	13	-0.356746
17	2	12	0.062111
16	2	11	0.417075
15	2	10	1.501378
14	2	9	1.875341
13	2	8	1.609909
12	2	7	1.7753759999999998
11	2	6	1.564697
10	2	5	1.330511
9	2	4	1.217433
8	2	3	1.041349
7	2	2	0.538966
6	2	1	-0.7507
5	1	6	6.508958
4	1	5	9.964317
3	1	4	11.053617
2	1	3	33.335688
1	1	2	25.219013999999998
0	1	1	4.1788739999999995
