	k	i	s
90	10	6	-2.728965
89	10	5	-2.820465
88	10	4	-2.228041
87	10	3	-1.9620240000000002
86	10	2	-1.465125
85	10	1	-1.408664
84	9	9	0.42956300000000003
83	9	8	2.306294
82	9	7	2.414483
81	9	6	3.5946029999999998
80	9	5	7.312416000000001
79	9	4	2.3464490000000002
78	9	3	15.70803
77	9	2	4.099203
76	9	1	5.752716
75	8	7	0.591634
74	8	6	-4.11669
73	8	5	0.06724599999999992
72	8	4	2.052794
71	8	3	0.815242
70	8	2	2.5325249999999997
69	8	1	0.812718
68	7	9	-2.0927729999999998
67	7	8	0.898924
66	7	7	1.025927
65	7	6	0.486937
64	7	5	2.957379
63	7	4	1.293487
62	7	3	8.281393999999999
61	7	2	3.839903
60	7	1	5.5132
59	6	8	1.1118430000000001
58	6	7	8.431189999999999
57	6	6	14.404917000000001
56	6	5	12.521561
55	6	4	12.358946000000001
54	6	3	11.396517999999999
53	6	2	15.947915000000002
52	6	1	3.7543339999999996
51	5	14	0.833166
50	5	13	1.549056
49	5	12	1.943887
48	5	11	2.078623
47	5	10	2.363962
46	5	9	2.681467
45	5	8	2.97828
44	5	7	3.0366
43	5	6	3.246962
42	5	5	3.7268239999999997
41	5	4	3.7869410000000006
40	5	3	6.439225
39	5	2	3.0809349999999998
38	5	1	3.231293
37	4	9	1.018826
36	4	8	0.704666
35	4	7	0.412275
34	4	6	17.37849
33	4	5	13.199426
32	4	4	17.717279
31	4	3	-7.790978
30	4	2	-8.944600999999999
29	4	1	-23.347813000000002
28	3	10	-5.956221000000001
27	3	9	12.791208999999998
26	3	8	0.10990799999999999
25	3	7	13.38366
24	3	6	-1.505571
23	3	5	12.152047
22	3	4	3.147783
21	3	3	1.6205100000000001
20	3	2	5.829628
19	3	1	1.784573
18	2	13	2.199688
17	2	12	0.44668900000000006
16	2	11	-0.022693
15	2	10	-0.032531
14	2	9	-0.262838
13	2	8	0.883676
12	2	7	0.77822
11	2	6	0.423795
10	2	5	0.264836
9	2	4	1.7122060000000001
8	2	3	1.77748
7	2	2	0.485116
6	2	1	0.703318
5	1	6	1.332883
4	1	5	6.548024
3	1	4	10.872468
2	1	3	26.156108
1	1	2	11.906105
0	1	1	-4.620718
