	k	i	s
90	10	6	-0.539443
89	10	5	-0.8604290000000001
88	10	4	-1.8161610000000001
87	10	3	-1.593803
86	10	2	-1.047087
85	10	1	-0.993027
84	9	9	-0.185272
83	9	8	0.258689
82	9	7	0.014068
81	9	6	1.1684370000000002
80	9	5	1.347329
79	9	4	1.981438
78	9	3	4.368829
77	9	2	3.151006
76	9	1	3.531591
75	8	7	3.102249
74	8	6	4.98983
73	8	5	0.7221060000000001
72	8	4	-0.38423999999999997
71	8	3	-0.43797700000000006
70	8	2	0.7991539999999999
69	8	1	2.658601
68	7	9	-2.57304
67	7	8	-1.441031
66	7	7	-1.315447
65	7	6	-0.862539
64	7	5	-0.581443
63	7	4	1.953914
62	7	3	4.774971
61	7	2	3.8244439999999997
60	7	1	4.524241
59	6	8	2.590805
58	6	7	10.605414
57	6	6	23.435044
56	6	5	11.876355
55	6	4	10.369049
54	6	3	10.945456
53	6	2	5.342235
52	6	1	3.080604
51	5	14	-0.804269
50	5	13	-0.304868
49	5	12	0.039116000000000005
48	5	11	0.16028299999999998
47	5	10	0.41612200000000005
46	5	9	-0.120869
45	5	8	0.13406300000000002
44	5	7	0.242875
43	5	6	0.44674300000000006
42	5	5	0.791898
41	5	4	1.042942
40	5	3	3.507976
39	5	2	1.2643440000000001
38	5	1	1.305401
37	4	9	-0.676819
36	4	8	-0.9481229999999999
35	4	7	0.117655
34	4	6	25.158805
33	4	5	6.984
32	4	4	-33.083031
31	4	3	-15.396026
30	4	2	-10.202086
29	4	1	3.2958510000000003
28	3	10	0.537129
27	3	9	29.767229
26	3	8	3.9709449999999995
25	3	7	13.524431
24	3	6	-8.164638
23	3	5	-0.42593000000000003
22	3	4	14.014139
21	3	3	7.134358
20	3	2	3.871198
19	3	1	3.335669
18	2	13	4.171206
17	2	12	4.23597
16	2	11	3.949245
15	2	10	3.098916
14	2	9	2.9331099999999997
13	2	8	3.691764
12	2	7	3.589117
11	2	6	4.89835
10	2	5	4.710586
9	2	4	5.566575
8	2	3	5.307732
7	2	2	3.133626
6	2	1	2.920419
5	1	6	6.572736999999999
4	1	5	6.7323070000000005
3	1	4	9.430876
2	1	3	21.231564000000002
1	1	2	36.417912
0	1	1	14.53454
