	k	i	s
90	10	6	1.301165
89	10	5	1.918134
88	10	4	1.237259
87	10	3	3.494669
86	10	2	1.930477
85	10	1	2.094341
84	9	9	1.3083120000000001
83	9	8	2.5268580000000003
82	9	7	2.340039
81	9	6	6.638698
80	9	5	9.38049
79	9	4	9.853496
78	9	3	4.253985
77	9	2	28.01274
76	9	1	4.918
75	8	7	1.911352
74	8	6	2.695129
73	8	5	1.591597
72	8	4	1.477584
71	8	3	2.8503469999999997
70	8	2	7.2801089999999995
69	8	1	1.636789
68	7	9	-1.6845580000000002
67	7	8	-1.8564200000000002
66	7	7	-1.036753
65	7	6	-1.729556
64	7	5	-1.291605
63	7	4	0.149623
62	7	3	-2.3144020000000003
61	7	2	6.4179759999999995
60	7	1	10.019136999999999
59	6	8	16.64994
58	6	7	4.563211
57	6	6	5.603416999999999
56	6	5	13.565969
55	6	4	9.476523
54	6	3	30.007732
53	6	2	8.250367
52	6	1	8.802183
51	5	14	5.377282
50	5	13	4.562853
49	5	12	4.964483
48	5	11	5.205643
47	5	10	5.257655000000001
46	5	9	5.901932
45	5	8	5.952535
44	5	7	6.650216
43	5	6	6.73889
42	5	5	7.245677000000001
41	5	4	7.146771
40	5	3	6.713781
39	5	2	6.688733
38	5	1	9.280679
37	4	9	2.268672
36	4	8	2.966136
35	4	7	10.441099000000001
34	4	6	12.032254
33	4	5	25.307807999999998
32	4	4	30.471476000000003
31	4	3	58.838093
30	4	2	-3.5391239999999997
29	4	1	22.875029
28	3	10	-0.035235
27	3	9	35.242325
26	3	8	2.6608080000000003
25	3	7	54.564579
24	3	6	11.035001999999999
23	3	5	12.02743
22	3	4	11.598818
21	3	3	17.792628
20	3	2	5.206384
19	3	1	6.328599
18	2	13	3.100186
17	2	12	2.185178
16	2	11	2.182029
15	2	10	1.57615
14	2	9	1.4231610000000001
13	2	8	-0.68155
12	2	7	-0.5828800000000001
11	2	6	-0.756817
10	2	5	-0.651645
9	2	4	-0.510625
8	2	3	-0.30992
7	2	2	1.6973279999999997
6	2	1	1.2293180000000001
5	1	6	-4.22363
4	1	5	0.549493
3	1	4	4.815467
2	1	3	-6.379092
1	1	2	11.756515
0	1	1	-8.313044999999999
