	k	i	s
90	10	6	1.108448
89	10	5	2.403152
88	10	4	-0.010175
87	10	3	1.7913409999999999
86	10	2	2.359882
85	10	1	-0.023899
84	9	9	0.500804
83	9	8	0.084608
82	9	7	4.348555
81	9	6	3.808013
80	9	5	3.044611
79	9	4	6.0839300000000005
78	9	3	10.673193
77	9	2	17.688425
76	9	1	8.140414999999999
75	8	7	-3.1457200000000003
74	8	6	-2.9489099999999997
73	8	5	2.188154
72	8	4	2.349344
71	8	3	0.088724
70	8	2	-2.626118
69	8	1	-1.675289
68	7	9	-1.579863
67	7	8	-1.939975
66	7	7	-1.549166
65	7	6	-1.289032
64	7	5	-1.1776870000000002
63	7	4	-4.328252
62	7	3	2.652867
61	7	2	3.6494549999999997
60	7	1	11.397295
59	6	8	13.216669
58	6	7	2.746458
57	6	6	11.58693
56	6	5	12.388911
55	6	4	14.384948999999999
54	6	3	13.780553
53	6	2	19.514924999999998
52	6	1	6.538441000000001
51	5	14	2.691402
50	5	13	3.855582
49	5	12	4.116524
48	5	11	4.3421959999999995
47	5	10	4.348573
46	5	9	5.420184
45	5	8	5.49412
44	5	7	5.701834
43	5	6	5.7497419999999995
42	5	5	6.19805
41	5	4	6.228485
40	5	3	11.369423
39	5	2	18.664932
38	5	1	5.827873
37	4	9	2.269831
36	4	8	6.351875
35	4	7	19.995237
34	4	6	16.727419
33	4	5	32.982399
32	4	4	15.958576
31	4	3	19.385565
30	4	2	-10.121087000000001
29	4	1	9.199005999999999
28	3	10	-4.306454
27	3	9	29.632289
26	3	8	0.971017
25	3	7	41.929457
24	3	6	8.746665
23	3	5	5.145304
22	3	4	5.579166000000001
21	3	3	4.4711739999999995
20	3	2	3.2483400000000002
19	3	1	0.6981109999999999
18	2	13	1.7989060000000001
17	2	12	2.363808
16	2	11	1.8893900000000001
15	2	10	2.2076990000000003
14	2	9	1.589777
13	2	8	1.506257
12	2	7	1.088969
11	2	6	1.9975450000000001
10	2	5	1.643413
9	2	4	0.237616
8	2	3	0.0007509999999999999
7	2	2	1.761723
6	2	1	1.390017
5	1	6	3.498335
4	1	5	1.5429979999999999
3	1	4	5.724093
2	1	3	15.642714999999999
1	1	2	25.754859000000003
0	1	1	-0.487113
