	k	i	s
90	10	6	4.759647
89	10	5	-2.188227
88	10	4	5.794425
87	10	3	4.295159
86	10	2	1.285431
85	10	1	3.043668
84	9	9	0.3791
83	9	8	2.445259
82	9	7	2.314923
81	9	6	2.802413
80	9	5	6.200922
79	9	4	4.097024
78	9	3	14.379902999999999
77	9	2	10.388044
76	9	1	1.029248
75	8	7	2.996866
74	8	6	1.9695479999999999
73	8	5	2.659426
72	8	4	1.770645
71	8	3	-1.278688
70	8	2	-0.055263
69	8	1	-4.635777
68	7	9	-3.9543730000000004
67	7	8	-4.327538
66	7	7	-3.359429
65	7	6	-2.471837
64	7	5	-2.026105
63	7	4	-2.783916
62	7	3	-3.279507
61	7	2	3.43416
60	7	1	3.5508879999999996
59	6	8	2.1846330000000003
58	6	7	5.2953470000000005
57	6	6	16.400661
56	6	5	7.424117999999999
55	6	4	12.925472000000001
54	6	3	9.732586
53	6	2	7.898814999999999
52	6	1	6.343936
51	5	14	0.162992
50	5	13	0.804851
49	5	12	1.304505
48	5	11	1.230467
47	5	10	1.428705
46	5	9	1.4218620000000002
45	5	8	1.675024
44	5	7	1.561366
43	5	6	1.695989
42	5	5	1.1347209999999999
41	5	4	1.218326
40	5	3	3.179983
39	5	2	1.9379330000000001
38	5	1	1.9015849999999999
37	4	9	-1.288178
36	4	8	-0.7265050000000001
35	4	7	3.192611
34	4	6	6.2985809999999995
33	4	5	16.314792999999998
32	4	4	10.494221000000001
31	4	3	38.476479
30	4	2	14.228734
29	4	1	19.011541
28	3	10	2.5959939999999997
27	3	9	24.966514
26	3	8	2.538313
25	3	7	35.492946999999994
24	3	6	-13.493888000000002
23	3	5	11.135297
22	3	4	4.1934949999999995
21	3	3	2.6248
20	3	2	5.131004
19	3	1	0.8864200000000001
18	2	13	4.014819999999999
17	2	12	3.2810589999999995
16	2	11	2.7359459999999998
15	2	10	2.346261
14	2	9	1.814976
13	2	8	1.657809
12	2	7	1.432238
11	2	6	2.813976
10	2	5	2.491349
9	2	4	1.7640069999999999
8	2	3	1.529228
7	2	2	2.95432
6	2	1	3.6326440000000004
5	1	6	4.317976
4	1	5	0.616272
3	1	4	3.879747
2	1	3	14.062709
1	1	2	12.715033
0	1	1	-5.795992
