	k	i	s
90	10	6	0.22526999999999997
89	10	5	0.185166
88	10	4	0.143464
87	10	3	0.575096
86	10	2	1.342486
85	10	1	0.383957
84	9	9	1.7404549999999999
83	9	8	3.092286
82	9	7	6.000582
81	9	6	2.792735
80	9	5	2.452568
79	9	4	13.272069
78	9	3	10.735805
77	9	2	4.5054669999999994
76	9	1	-0.42665299999999995
75	8	7	-3.217637
74	8	6	-1.695601
73	8	5	-1.054006
72	8	4	-6.359062
71	8	3	-6.31657
70	8	2	-1.58125
69	8	1	0.112723
68	7	9	-3.0280139999999998
67	7	8	-2.43825
66	7	7	-1.907298
65	7	6	-1.4495770000000001
64	7	5	-0.668431
63	7	4	1.1161370000000002
62	7	3	-1.541349
61	7	2	5.127673
60	7	1	10.273238000000001
59	6	8	11.539321
58	6	7	2.11519
57	6	6	14.324347
56	6	5	13.657976999999999
55	6	4	22.942719
54	6	3	6.464718
53	6	2	7.928822
52	6	1	6.0766279999999995
51	5	14	2.429478
50	5	13	3.1336459999999997
49	5	12	3.7257809999999996
48	5	11	3.256147
47	5	10	3.3083129999999996
46	5	9	3.653553
45	5	8	3.74502
44	5	7	4.680998000000001
43	5	6	4.7965800000000005
42	5	5	5.9184529999999995
41	5	4	5.943797
40	5	3	5.485352
39	5	2	5.506734
38	5	1	8.045435000000001
37	4	9	2.106868
36	4	8	2.0940689999999997
35	4	7	22.802847
34	4	6	16.5555
33	4	5	25.115379
32	4	4	16.203928
31	4	3	38.295967000000005
30	4	2	-11.071239
29	4	1	13.715625
28	3	10	-3.111012
27	3	9	24.002327
26	3	8	-6.336183
25	3	7	27.565584
24	3	6	7.424521
23	3	5	6.107442
22	3	4	5.398948000000001
21	3	3	3.156486
20	3	2	1.792341
19	3	1	-1.241301
18	2	13	2.192593
17	2	12	2.4078209999999998
16	2	11	1.451876
15	2	10	1.872282
14	2	9	1.08589
13	2	8	1.7772259999999998
12	2	7	1.166427
11	2	6	2.10375
10	2	5	1.7576939999999999
9	2	4	1.7505259999999998
8	2	3	1.243692
7	2	2	1.4982879999999998
6	2	1	0.920336
5	1	6	2.0626740000000003
4	1	5	9.67382
3	1	4	15.612126000000002
2	1	3	15.597426
1	1	2	46.370583
0	1	1	22.960363
