	k	i	s
90	10	6	-0.46424799999999994
89	10	5	-0.264234
88	10	4	-0.09875700000000001
87	10	3	0.22345900000000002
86	10	2	-0.29699200000000003
85	10	1	-0.23371399999999998
84	9	9	-0.146274
83	9	8	5.436443000000001
82	9	7	5.523518
81	9	6	1.1051790000000001
80	9	5	1.214404
79	9	4	8.563179
78	9	3	3.6266519999999995
77	9	2	5.801266
76	9	1	5.833087
75	8	7	4.242685000000001
74	8	6	-1.369014
73	8	5	-2.142999
72	8	4	-7.048788
71	8	3	-1.6268639999999999
70	8	2	-5.209256
69	8	1	-3.582417
68	7	9	-3.8076760000000003
67	7	8	-2.33585
66	7	7	-2.104295
65	7	6	-3.9147410000000002
64	7	5	-0.970424
63	7	4	-3.2889230000000005
62	7	3	2.061594
61	7	2	2.0986100000000003
60	7	1	6.3284080000000005
59	6	8	8.376921000000001
58	6	7	8.413885
57	6	6	17.744694
56	6	5	10.869647
55	6	4	16.846485
54	6	3	11.99595
53	6	2	23.064381
52	6	1	6.124629
51	5	14	1.05539
50	5	13	2.221406
49	5	12	2.736955
48	5	11	2.800391
47	5	10	2.972937
46	5	9	3.3654370000000005
45	5	8	3.541896
44	5	7	3.96449
43	5	6	4.16491
42	5	5	8.93554
41	5	4	4.512575
40	5	3	4.502396
39	5	2	3.8866389999999997
38	5	1	4.046169
37	4	9	0.002068
36	4	8	2.001558
35	4	7	16.870619
34	4	6	13.818716
33	4	5	22.335239
32	4	4	16.691439000000003
31	4	3	38.979649
30	4	2	11.375404
29	4	1	32.096348
28	3	10	-0.35926
27	3	9	31.778836
26	3	8	2.641811
25	3	7	24.362000000000002
24	3	6	-1.48312
23	3	5	-3.410656
22	3	4	-5.0027029999999995
21	3	3	-2.4707209999999997
20	3	2	-4.092566000000001
19	3	1	-14.245534
18	2	13	-2.623758
17	2	12	-2.784362
16	2	11	-2.2060150000000003
15	2	10	-2.97703
14	2	9	-3.249304
13	2	8	-3.747411
12	2	7	-3.163554
11	2	6	-3.787082
10	2	5	-2.7727060000000003
9	2	4	-3.3102449999999997
8	2	3	-3.544259
7	2	2	-4.4304879999999995
6	2	1	-8.292076
5	1	6	4.034959
4	1	5	4.740286
3	1	4	24.300720000000002
2	1	3	12.010076
1	1	2	37.648407000000006
0	1	1	18.150795000000002
