	k	i	s
90	10	6	1.078771
89	10	5	0.28595800000000016
88	10	4	-1.2321010000000001
87	10	3	-0.050097
86	10	2	-1.482324
85	10	1	-0.46021999999999996
84	9	9	-1.0212659999999998
83	9	8	0.67416
82	9	7	0.6235970000000001
81	9	6	0.40319299999999997
80	9	5	1.005309
79	9	4	5.17076
78	9	3	3.9292569999999998
77	9	2	0.9721230000000003
76	9	1	-0.638042
75	8	7	-0.5184820000000001
74	8	6	-1.142088
73	8	5	-0.9204540000000001
72	8	4	-0.028560000000000002
71	8	3	4.100518
70	8	2	0.8743350000000001
69	8	1	-2.728756
68	7	9	-4.978219
67	7	8	-1.884365
66	7	7	-2.036726
65	7	6	-3.805994
64	7	5	-3.436397
63	7	4	-2.3302259999999997
62	7	3	-1.496812
61	7	2	-6.924352
60	7	1	0.891275
59	6	8	7.904085
58	6	7	3.6865949999999996
57	6	6	10.365301
56	6	5	3.502583
55	6	4	9.215152
54	6	3	3.250712
53	6	2	3.215096
52	6	1	2.3119419999999997
51	5	14	-0.762084
50	5	13	-0.38871500000000003
49	5	12	0.167909
48	5	11	-0.8579829999999999
47	5	10	-0.9179799999999999
46	5	9	-0.126692
45	5	8	-0.06881
44	5	7	0.657898
43	5	6	0.779249
42	5	5	1.123515
41	5	4	1.18339
40	5	3	0.849368
39	5	2	0.944657
38	5	1	-0.396483
37	4	9	-0.017158
36	4	8	0.195641
35	4	7	12.521995
34	4	6	9.391808000000001
33	4	5	14.972821
32	4	4	0.423687
31	4	3	5.684766
30	4	2	-24.614421
29	4	1	7.2236139999999995
28	3	10	-1.796658
27	3	9	13.583213
26	3	8	-2.839111
25	3	7	26.468889
24	3	6	-15.589578
23	3	5	9.087
22	3	4	2.408936
21	3	3	0.458475
20	3	2	4.707256
19	3	1	-0.11035999999999999
18	2	13	3.0127770000000003
17	2	12	2.399803
16	2	11	1.7970959999999998
15	2	10	1.3971149999999999
14	2	9	0.71014
13	2	8	1.200369
12	2	7	0.782633
11	2	6	1.667136
10	2	5	1.247506
9	2	4	2.613386
8	2	3	2.453656
7	2	2	1.322663
6	2	1	1.080694
5	1	6	3.781621
4	1	5	9.154508
3	1	4	15.598166
2	1	3	15.225055
1	1	2	35.275957000000005
0	1	1	0.6144970000000001
