	k	i	s
90	10	6	-0.298072
89	10	5	-0.085272
88	10	4	-0.26106999999999997
87	10	3	0.337754
86	10	2	1.565593
85	10	1	1.531366
84	9	9	1.8587810000000002
83	9	8	6.403883
82	9	7	3.961466
81	9	6	4.148338
80	9	5	7.622614
79	9	4	9.838355
78	9	3	21.054079
77	9	2	12.30813
76	9	1	2.697136
75	8	7	-0.039595
74	8	6	0.423734
73	8	5	0.807124
72	8	4	-1.244378
71	8	3	-2.8804540000000003
70	8	2	-0.749495
69	8	1	-0.832362
68	7	9	-2.297096
67	7	8	-2.3770919999999998
66	7	7	-2.704135
65	7	6	-1.521279
64	7	5	0.125319
63	7	4	-2.356306
62	7	3	-0.557333
61	7	2	0.9820460000000001
60	7	1	4.003847
59	6	8	15.552846
58	6	7	6.267288
57	6	6	21.313337
56	6	5	18.587231
55	6	4	22.947491
54	6	3	18.488853
53	6	2	10.449733
52	6	1	8.770259
51	5	14	4.194893
50	5	13	5.271289
49	5	12	5.727424
48	5	11	4.7537400000000005
47	5	10	4.9620690000000005
46	5	9	5.87865
45	5	8	5.99524
44	5	7	6.103455
43	5	6	6.175081
42	5	5	6.566466
41	5	4	6.662988
40	5	3	5.919206
39	5	2	6.120668
38	5	1	10.462025
37	4	9	2.987942
36	4	8	3.85206
35	4	7	11.029182
34	4	6	11.270344
33	4	5	27.441366
32	4	4	37.620126
31	4	3	52.328726
30	4	2	-7.173816
29	4	1	16.288307
28	3	10	-2.809662
27	3	9	29.051718
26	3	8	1.206051
25	3	7	36.03582
24	3	6	8.141441
23	3	5	13.999761
22	3	4	8.32175
21	3	3	13.673924
20	3	2	4.180225
19	3	1	3.911259
18	2	13	3.213205
17	2	12	2.806382
16	2	11	2.3091470000000003
15	2	10	2.620828
14	2	9	2.073539
13	2	8	0.9694309999999999
12	2	7	0.652602
11	2	6	0.137527
10	2	5	0.5407
9	2	4	1.475682
8	2	3	1.934195
7	2	2	1.6431509999999998
6	2	1	2.335562
5	1	6	-5.1773430000000005
4	1	5	-2.79408
3	1	4	-1.4768649999999999
2	1	3	-0.750918
1	1	2	0.927823
0	1	1	-0.29183600000000004
