	k	i	s
90	10	6	-0.873401
89	10	5	-0.8516450000000001
88	10	4	-1.01878
87	10	3	-0.566075
86	10	2	-2.025547
85	10	1	-1.759887
84	9	9	1.549964
83	9	8	2.5599849999999997
82	9	7	5.71666
81	9	6	1.520593
80	9	5	1.6873509999999998
79	9	4	5.696249
78	9	3	5.44766
77	9	2	4.164493
76	9	1	3.021117
75	8	7	4.0533529999999995
74	8	6	7.153992000000001
73	8	5	-2.228655
72	8	4	-0.787976
71	8	3	-1.645653
70	8	2	1.062804
69	8	1	1.258757
68	7	9	-2.762696
67	7	8	-3.3264720000000003
66	7	7	-2.540197
65	7	6	-2.340532
64	7	5	-1.54654
63	7	4	-3.7072410000000002
62	7	3	-4.259352
61	7	2	-3.1732949999999995
60	7	1	1.107758
59	6	8	4.9906299999999995
58	6	7	4.133513
57	6	6	20.897259
56	6	5	11.144810000000001
55	6	4	5.4368620000000005
54	6	3	5.766431
53	6	2	6.499811
52	6	1	3.754439
51	5	14	3.10469
50	5	13	4.87547
49	5	12	5.236539
48	5	11	4.561426
47	5	10	4.616644
46	5	9	4.537903
45	5	8	4.694267
44	5	7	5.061632
43	5	6	5.136697
42	5	5	4.914029
41	5	4	4.818122
40	5	3	4.444333
39	5	2	4.597867
38	5	1	7.590742
37	4	9	2.2128360000000002
36	4	8	3.056045
35	4	7	13.439224
34	4	6	11.906584
33	4	5	21.980032
32	4	4	4.74337
31	4	3	17.923133000000004
30	4	2	-12.141562
29	4	1	-23.993931
28	3	10	-5.473401
27	3	9	21.584286
26	3	8	-1.723163
25	3	7	19.009607
24	3	6	9.540444999999998
23	3	5	6.210099
22	3	4	2.496356
21	3	3	1.757355
20	3	2	2.4385939999999997
19	3	1	-0.21865199999999999
18	2	13	1.032235
17	2	12	3.052436
16	2	11	2.389659
15	2	10	1.638907
14	2	9	0.9448219999999999
13	2	8	2.1878450000000003
12	2	7	1.824327
11	2	6	1.501591
10	2	5	1.261383
9	2	4	1.554583
8	2	3	1.238112
7	2	2	1.143361
6	2	1	0.740078
5	1	6	2.3763349999999996
4	1	5	5.018853
3	1	4	5.712866
2	1	3	30.1767
1	1	2	22.59905
0	1	1	3.5609800000000003
