	k	i	s
90	10	6	-1.49895
89	10	5	-1.359219
88	10	4	-2.3124849999999997
87	10	3	-1.404176
86	10	2	-1.8878110000000001
85	10	1	-2.312503
84	9	9	4.1195520000000005
83	9	8	1.5357
82	9	7	1.893777
81	9	6	1.240457
80	9	5	1.271664
79	9	4	4.8559339999999995
78	9	3	5.375114
77	9	2	7.6974860000000005
76	9	1	1.428031
75	8	7	-0.6338130000000001
74	8	6	0.14448899999999998
73	8	5	0.478605
72	8	4	2.085091
71	8	3	1.3741
70	8	2	2.355876
69	8	1	-0.41564799999999996
68	7	9	-2.1856970000000002
67	7	8	-1.9725259999999998
66	7	7	-2.3006
65	7	6	-0.731796
64	7	5	-1.955729
63	7	4	-1.026834
62	7	3	-0.443755
61	7	2	4.55289
60	7	1	2.6680040000000003
59	6	8	2.185132
58	6	7	8.26954
57	6	6	20.74391
56	6	5	14.874538000000001
55	6	4	17.356131
54	6	3	14.445352
53	6	2	9.330869
52	6	1	7.098436
51	5	14	2.0419680000000002
50	5	13	2.8469919999999997
49	5	12	3.3963870000000003
48	5	11	3.5977930000000002
47	5	10	3.7944730000000004
46	5	9	4.332114
45	5	8	4.509118
44	5	7	5.289083
43	5	6	5.407374
42	5	5	5.282649
41	5	4	5.471812
40	5	3	4.958248
39	5	2	5.113558
38	5	1	6.418080000000001
37	4	9	1.26777
36	4	8	2.423043
35	4	7	7.092082
34	4	6	10.573833
33	4	5	28.400834999999997
32	4	4	18.214149
31	4	3	38.789862
30	4	2	5.136577
29	4	1	4.909758
28	3	10	-3.8480269999999996
27	3	9	14.160166
26	3	8	-0.799826
25	3	7	20.250850999999997
24	3	6	4.978986
23	3	5	6.128323
22	3	4	3.7034480000000003
21	3	3	0.085687
20	3	2	-2.63795
19	3	1	5.380795
18	2	13	1.3774549999999999
17	2	12	1.651198
16	2	11	1.024022
15	2	10	-0.238905
14	2	9	-0.9003680000000001
13	2	8	-1.446973
12	2	7	0.42571499999999995
11	2	6	0.044175
10	2	5	-1.597777
9	2	4	-1.7849669999999997
8	2	3	-0.729699
7	2	2	-0.6319279999999999
6	2	1	0.415083
5	1	6	4.636471
4	1	5	7.617064
3	1	4	4.80247
2	1	3	8.942275
1	1	2	42.425958
0	1	1	15.209644
