	k	i	s
90	10	6	-1.440534
89	10	5	-1.1829969999999999
88	10	4	-2.1755240000000002
87	10	3	-2.197706
86	10	2	-3.8840980000000003
85	10	1	-3.9788309999999996
84	9	9	-1.0640319999999999
83	9	8	-0.6363449999999999
82	9	7	-1.498077
81	9	6	-1.127418
80	9	5	-1.03902
79	9	4	-1.317569
78	9	3	-2.428572
77	9	2	-2.618224
76	9	1	-3.504693
75	8	7	-3.613349
74	8	6	-1.8147419999999999
73	8	5	-1.164932
72	8	4	-7.516958000000001
71	8	3	-1.888195
70	8	2	-1.7061540000000002
69	8	1	-0.399452
68	7	9	-0.794311
67	7	8	-1.3352600000000001
66	7	7	-1.047683
65	7	6	-1.103159
64	7	5	-1.59446
63	7	4	-1.3778620000000001
62	7	3	-4.799891000000001
61	7	2	-4.849607
60	7	1	-4.041688
59	6	8	0.142225
58	6	7	5.839405999999999
57	6	6	11.494481
56	6	5	13.492991
55	6	4	14.064378
54	6	3	16.764725
53	6	2	8.763738
52	6	1	5.433488
51	5	14	3.2743990000000003
50	5	13	4.032272
49	5	12	4.374068
48	5	11	3.3047050000000002
47	5	10	3.4149230000000004
46	5	9	4.965569
45	5	8	5.126887
44	5	7	5.756953
43	5	6	5.9486930000000005
42	5	5	6.953618
41	5	4	7.014163000000001
40	5	3	13.051497999999999
39	5	2	5.38625
38	5	1	5.702498
37	4	9	3.131264
36	4	8	4.4384440000000005
35	4	7	8.84747
34	4	6	14.326114000000002
33	4	5	17.891721
32	4	4	-7.352036
31	4	3	-1.8556970000000002
30	4	2	-2.57868
29	4	1	-23.111948
28	3	10	-14.711807
27	3	9	-17.36545
26	3	8	1.7530910000000004
25	3	7	-14.256620999999999
24	3	6	-1.1425760000000003
23	3	5	-1.978019
22	3	4	0.168139
21	3	3	0.237573
20	3	2	1.930034
19	3	1	1.774215
18	2	13	0.54991
17	2	12	1.604775
16	2	11	1.568262
15	2	10	1.356119
14	2	9	1.138328
13	2	8	1.290377
12	2	7	1.144973
11	2	6	0.713669
10	2	5	0.5112909999999999
9	2	4	1.311104
8	2	3	1.340616
7	2	2	0.889294
6	2	1	1.3898760000000001
5	1	6	1.46506
4	1	5	1.204346
3	1	4	0.771304
2	1	3	0.836418
1	1	2	2.881688
0	1	1	2.958412
