	k	i	s
90	10	6	-1.336854
89	10	5	-0.9507559999999999
88	10	4	-1.041049
87	10	3	-1.6606169999999998
86	10	2	-1.5584069999999999
85	10	1	-1.766868
84	9	9	0.971859
83	9	8	3.223411
82	9	7	1.113984
81	9	6	2.287811
80	9	5	1.6872599999999998
79	9	4	1.8431220000000001
78	9	3	8.426365
77	9	2	1.555911
76	9	1	2.07156
75	8	7	1.29105
74	8	6	-3.406671
73	8	5	1.427089
72	8	4	-3.70402
71	8	3	0.5066069999999999
70	8	2	3.021881
69	8	1	2.057433
68	7	9	0.997401
67	7	8	-3.024649
66	7	7	-0.10423800000000001
65	7	6	-0.6436390000000001
64	7	5	0.7614240000000003
63	7	4	1.8775509999999997
62	7	3	13.520142
61	7	2	10.371822000000002
60	7	1	6.7978309999999995
59	6	8	3.8592489999999997
58	6	7	3.013626
57	6	6	21.990723000000003
56	6	5	14.911345
55	6	4	17.55892
54	6	3	14.242424
53	6	2	8.634966
52	6	1	7.8836770000000005
51	5	14	1.421093
50	5	13	1.658339
49	5	12	2.4354419999999997
48	5	11	2.289218
47	5	10	2.6169759999999997
46	5	9	3.0057259999999997
45	5	8	3.3058099999999997
44	5	7	3.488372
43	5	6	3.5550089999999996
42	5	5	3.303721
41	5	4	3.4458910000000005
40	5	3	2.518646
39	5	2	2.800753
38	5	1	3.120539
37	4	9	0.14648599999999998
36	4	8	2.573277
35	4	7	2.562798
34	4	6	8.720238
33	4	5	23.632751000000003
32	4	4	16.916908
31	4	3	16.778403
30	4	2	4.277695
29	4	1	-7.196416999999999
28	3	10	-2.736165
27	3	9	20.856766999999998
26	3	8	-6.099973
25	3	7	20.637299
24	3	6	-1.4884749999999993
23	3	5	5.429749
22	3	4	1.316059
21	3	3	3.9518370000000003
20	3	2	1.6689349999999998
19	3	1	4.196827
18	2	13	3.682136
17	2	12	4.067485
16	2	11	1.9517360000000001
15	2	10	2.456609
14	2	9	2.609491
13	2	8	2.279096
12	2	7	2.252093
11	2	6	1.9158540000000002
10	2	5	2.759243
9	2	4	2.701914
8	2	3	1.247252
7	2	2	1.390098
6	2	1	4.625768
5	1	6	3.89965
4	1	5	5.743212000000001
3	1	4	5.552443
2	1	3	10.511244999999999
1	1	2	37.326416
0	1	1	14.208464999999999
