	k	i	s
90	10	6	-1.033855
89	10	5	-0.993108
88	10	4	-1.456334
87	10	3	-0.548379
86	10	2	-0.620233
85	10	1	-1.9355259999999999
84	9	9	0.305651
83	9	8	-2.540219
82	9	7	0.17364999999999997
81	9	6	6.034395
80	9	5	8.106955
79	9	4	7.259
78	9	3	6.144277
77	9	2	11.001496999999999
76	9	1	3.3530089999999997
75	8	7	1.6690470000000002
74	8	6	0.966648
73	8	5	-2.410254
72	8	4	0.664736
71	8	3	-1.053416
70	8	2	0.9266890000000001
69	8	1	0.49545900000000004
68	7	9	-2.661125
67	7	8	-3.902311
66	7	7	-3.308693
65	7	6	-1.36594
64	7	5	0.114918
63	7	4	-2.134692
62	7	3	1.9301549999999998
61	7	2	0.22484599999999988
60	7	1	-3.853182
59	6	8	-1.764208
58	6	7	4.04455
57	6	6	10.538723
56	6	5	11.937266000000001
55	6	4	13.586165
54	6	3	11.826961
53	6	2	6.1776230000000005
52	6	1	3.7297309999999997
51	5	14	1.219003
50	5	13	2.563796
49	5	12	3.05607
48	5	11	1.426806
47	5	10	1.45618
46	5	9	2.134072
45	5	8	2.210093
44	5	7	3.182073
43	5	6	3.291518
42	5	5	3.793183
41	5	4	3.908492
40	5	3	3.544365
39	5	2	3.66301
38	5	1	4.37288
37	4	9	0.6158819999999999
36	4	8	0.559998
35	4	7	14.270002999999999
34	4	6	9.247749
33	4	5	15.566374
32	4	4	-15.961703000000002
31	4	3	14.862062
30	4	2	-24.23744
29	4	1	18.434418
28	3	10	9.133902
27	3	9	31.933046
26	3	8	2.234471
25	3	7	28.90666
24	3	6	-2.12245
23	3	5	13.764228999999998
22	3	4	21.651013
21	3	3	23.385783
20	3	2	6.943898
19	3	1	8.376686
18	2	13	3.252751
17	2	12	2.731091
16	2	11	3.106535
15	2	10	1.814022
14	2	9	1.6527919999999998
13	2	8	2.105814
12	2	7	2.1528970000000003
11	2	6	3.085656
10	2	5	3.273459
9	2	4	3.602348
8	2	3	3.4797550000000004
7	2	2	1.809736
6	2	1	1.832799
5	1	6	2.403396
4	1	5	8.439637
3	1	4	14.917059
2	1	3	16.114281
1	1	2	33.176392
0	1	1	14.951488000000001
