	k	i	s
90	10	6	4.932817
89	10	5	2.8824259999999997
88	10	4	1.364827
87	10	3	4.263198999999999
86	10	2	0.9959770000000001
85	10	1	1.735436
84	9	9	3.389679
83	9	8	1.6625880000000002
82	9	7	1.754229
81	9	6	6.322737
80	9	5	4.817958
79	9	4	6.550079
78	9	3	9.567110000000001
77	9	2	16.030942
76	9	1	6.191337
75	8	7	-0.291649
74	8	6	0.54348
73	8	5	0.507325
72	8	4	-0.337897
71	8	3	0.377375
70	8	2	-1.15402
69	8	1	-5.85166
68	7	9	-0.274721
67	7	8	-0.86925
66	7	7	-1.0774190000000001
65	7	6	1.53529
64	7	5	1.6772850000000001
63	7	4	-4.641081
62	7	3	1.1474380000000002
61	7	2	3.4171110000000002
60	7	1	4.726515
59	6	8	4.177679
58	6	7	16.083145000000002
57	6	6	15.466130999999999
56	6	5	11.477881
55	6	4	15.753148000000001
54	6	3	12.038138
53	6	2	21.821592000000003
52	6	1	5.00672
51	5	14	1.182951
50	5	13	1.7125270000000001
49	5	12	1.9412060000000002
48	5	11	2.3009779999999997
47	5	10	2.3955599999999997
46	5	9	2.982443
45	5	8	3.1104990000000003
44	5	7	4.176401
43	5	6	4.276544
42	5	5	19.093188
41	5	4	19.742161000000003
40	5	3	20.478453000000002
39	5	2	3.953208
38	5	1	4.057297
37	4	9	1.420233
36	4	8	2.25525
35	4	7	6.071056
34	4	6	14.733554999999999
33	4	5	18.477152
32	4	4	5.854075
31	4	3	5.763294000000002
30	4	2	-24.856566
29	4	1	21.622246
28	3	10	1.173665
27	3	9	23.928962
26	3	8	-1.1785450000000002
25	3	7	41.967971999999996
24	3	6	8.970484
23	3	5	3.133495
22	3	4	13.253565
21	3	3	5.302136
20	3	2	7.355878
19	3	1	5.0800540000000005
18	2	13	1.160767
17	2	12	1.702655
16	2	11	1.614835
15	2	10	1.188956
14	2	9	0.443168
13	2	8	-0.137476
12	2	7	-0.216295
11	2	6	-1.312239
10	2	5	-1.397935
9	2	4	-0.964449
8	2	3	-0.963391
7	2	2	-0.26715
6	2	1	-0.5158020000000001
5	1	6	0.354315
4	1	5	-0.434457
3	1	4	4.871473
2	1	3	7.800871000000001
1	1	2	13.26815
0	1	1	2.684862
