k	j	i	s	
10	120	6	0.351351	
10	119	6	3.104984	
10	118	5	0.592044	
10	118	4	0.377010	
10	117	3	2.274039	
10	116	2	1.077738	
10	116	1	1.331356	
9	116	9	-0.591547	
9	115	8	0.072415	
9	115	7	-0.653723	
9	114	6	-0.976469	
9	113	5	-1.016436	
9	112	4	6.441287	
9	111	3	7.538119	
9	110	2	4.612430	
9	109	2	-4.838562	
9	108	1	-3.619157	
8	108	7	-4.785306	
8	107	6	0.533554	
8	106	5	5.847970	
8	105	4	-1.700981	
8	104	3	-2.019833	
8	103	3	-0.284370	
8	103	2	-0.530867	
8	102	1	-4.050688	
7	102	9	-1.128523	
7	101	9	1.875994	
7	100	8	-0.874130	
7	99	8	0.655980	
7	98	7	1.937321	
7	97	7	1.547913	
7	97	6	1.366711	
7	96	5	2.308336	
7	95	5	3.154253	
7	94	4	3.796156	
7	93	3	9.796424	
7	92	2	7.048233	
7	91	2	8.405876	
7	90	1	6.877045	
6	90	8	-2.271549	
6	89	8	-2.319026	
6	88	7	-2.902186	
6	87	7	-4.933271	
6	86	6	-5.801054	
6	85	5	-3.436201	
6	85	4	-4.050764	
6	84	3	-0.953794	
6	84	2	-1.304585	
6	83	1	-2.250139	
5	83	14	-1.794073	
5	82	13	-1.334544	
5	82	12	-1.594620	
5	81	11	-0.785688	
5	81	10	-1.187009	
5	80	9	-1.386202	
5	80	8	-1.602169	
5	79	7	-0.677578	
5	79	6	-0.682121	
5	78	5	-0.972944	
5	78	4	-1.089813	
5	77	3	-1.888228	
5	77	2	-1.556069	
5	76	1	-3.172164	
4	76	9	0.159547	
4	76	8	-0.965516	
4	75	7	-4.144199	
4	75	6	-4.330291	
4	74	5	5.186289	
4	73	4	5.560968	
4	72	3	42.116997	
4	71	2	6.860179	
4	70	1	35.283680	
3	70	10	2.533122	
3	69	10	4.743502	
3	68	9	35.034039	
3	67	8	4.370901	
3	66	7	38.883579	
3	65	6	-2.937713	
3	65	5	-1.632379	
3	64	4	10.576826	
3	63	3	-2.296221	
3	62	2	4.368941	
3	62	1	6.441734	
2	62	13	2.276494	
2	61	12	0.015438	
2	60	11	2.004416	
2	59	11	0.833501	
2	58	10	-0.560288	
2	58	9	-0.540604	
2	57	8	-0.366570	
2	57	7	-0.367692	
2	56	6	-0.270061	
2	56	5	-0.312884	
2	55	4	-0.371132	
2	55	3	-0.155575	
2	54	2	0.222079	
2	54	1	0.425367	
1	54	6	-2.033980	
1	53	5	0.521507	
1	53	4	2.157511	
1	52	3	0.700618	
1	51	2	0.669433	
1	50	1	-0.606031	
