k	j	i	s	
10	90	6	0.173011	
10	90	5	0.257391	
10	89	4	0.794887	
10	89	3	0.770637	
10	88	2	3.035224	
10	87	2	1.281473	
10	87	1	1.603713	
9	87	9	0.490121	
9	86	8	0.838540	
9	86	7	0.719353	
9	85	6	2.895991	
9	84	5	4.164015	
9	83	5	2.864574	
9	82	4	5.222660	
9	81	3	10.205088	
9	80	2	2.375875	
9	79	2	-4.393659	
9	78	1	-0.869092	
8	78	7	-1.071767	
8	77	6	5.206603	
8	76	5	4.701445	
8	75	4	2.842172	
8	74	3	2.359761	
8	73	3	1.230278	
8	72	2	0.128873	
8	71	2	2.624773	
8	70	1	-1.542430	
7	70	9	-4.176579	
7	69	9	-2.192161	
7	68	8	-1.588740	
7	67	7	-0.854292	
7	66	6	-1.598215	
7	65	5	1.254440	
7	64	4	1.189073	
7	63	3	10.059420	
7	62	2	4.039596	
7	61	2	2.408578	
7	60	1	3.100944	
6	60	8	0.597324	
6	59	8	1.576839	
6	58	7	-2.337291	
6	58	6	-3.588801	
6	57	5	-1.210791	
6	57	4	-2.130963	
6	56	3	-1.479725	
6	56	2	-2.045142	
6	55	1	-0.220161	
5	55	14	2.676035	
5	55	13	0.994995	
5	54	12	-0.645720	
5	54	11	1.050446	
5	53	10	1.262886	
5	53	9	1.201625	
5	52	8	0.268870	
5	52	7	0.164760	
5	51	6	1.442772	
5	51	5	1.575195	
5	50	4	1.954119	
5	50	3	2.020043	
5	49	2	1.138011	
5	49	1	1.196157	
4	49	9	-0.568647	
4	48	8	1.655865	
4	48	7	3.019378	
4	47	6	3.678405	
4	46	5	10.146255	
4	45	5	-3.025903	
4	44	4	-7.878002	
4	43	3	42.374279	
4	42	2	-0.643926	
4	41	2	-10.563851	
4	41	1	16.741096	
3	41	10	3.003320	
3	40	9	-20.331184	
3	39	9	42.354790	
3	38	8	18.461727	
3	37	7	36.703686	
3	36	6	3.317678	
3	36	5	5.718176	
3	35	4	2.619427	
3	35	3	4.109976	
3	34	2	14.353193	
3	33	2	1.617160	
3	33	1	3.102586	
2	33	13	2.563225	
2	32	12	5.168415	
2	31	12	3.791128	
2	30	11	2.675366	
2	30	10	2.474816	
2	29	9	1.389252	
2	29	8	1.341429	
2	28	7	2.482736	
2	28	6	2.280149	
2	27	5	2.487202	
2	27	4	1.977398	
2	26	3	2.244181	
2	26	2	1.439828	
2	25	1	1.863732	
1	25	6	3.427894	
1	25	5	4.614713	
1	24	4	19.444324	
1	23	3	13.950772	
1	22	2	15.889998	
1	21	2	1.972758	
1	20	1	-2.156501	
