k	j	i	s	
10	111	6	2.293827	
10	110	5	2.473001	
10	109	5	2.084811	
10	108	4	2.853132	
10	107	4	3.187359	
10	106	3	2.649632	
10	105	3	6.189082	
10	104	2	6.084313	
10	103	2	8.039965	
10	102	1	5.970751	
9	102	9	4.732158	
9	101	8	1.951551	
9	101	7	1.686016	
9	100	6	3.515176	
9	99	6	3.798771	
9	98	5	2.641047	
9	98	4	1.727772	
9	97	3	8.974307	
9	96	2	6.568948	
9	95	2	-0.878308	
9	94	1	-0.321010	
8	94	7	-8.302871	
8	93	7	-0.453238	
8	93	6	-1.433879	
8	92	5	-2.693850	
8	91	5	-1.511483	
8	90	4	-3.178145	
8	89	4	-4.788414	
8	88	3	-1.327142	
8	87	3	-2.327046	
8	86	2	-1.967836	
8	85	2	-1.529299	
8	84	1	-1.354134	
7	84	9	-0.968513	
7	83	8	0.077786	
7	82	7	1.904892	
7	81	6	-0.128242	
7	80	5	0.579568	
7	79	4	0.390798	
7	78	3	13.435491	
7	77	2	1.836249	
7	76	1	6.957100	
6	76	8	-2.206136	
6	75	8	-5.004601	
6	74	7	-0.827196	
6	74	6	-2.174246	
6	73	5	1.001363	
6	73	4	-0.178402	
6	72	3	-2.557442	
6	72	2	-2.988623	
6	71	1	-1.166204	
5	71	14	0.790334	
5	71	13	-1.366312	
5	70	12	-2.257524	
5	70	11	-2.519370	
5	69	10	-2.064690	
5	69	9	-2.497231	
5	68	8	-2.732260	
5	68	7	-2.790241	
5	67	6	-1.521746	
5	67	5	-1.347210	
5	66	4	-1.833557	
5	66	3	-1.727423	
5	65	2	-1.613768	
5	65	1	-1.575240	
4	65	9	-3.007727	
4	64	8	-3.535780	
4	64	7	-5.303741	
4	63	6	-11.705661	
4	63	5	-8.529515	
4	62	4	-11.933560	
4	61	3	17.103985	
4	60	2	-12.400121	
4	59	1	19.794207	
3	59	10	7.904054	
3	58	9	-14.888853	
3	57	9	38.970188	
3	56	8	14.725603	
3	55	7	35.830593	
3	54	6	3.854625	
3	54	5	5.161257	
3	53	4	0.384972	
3	53	3	1.043982	
3	52	2	4.594035	
3	52	1	3.240593	
2	52	13	2.612217	
2	51	12	2.946425	
2	50	11	3.222398	
2	49	10	1.477711	
2	49	9	1.131149	
2	48	8	1.992953	
2	48	7	1.837256	
2	47	6	1.064192	
2	47	5	1.261280	
2	46	4	3.196278	
2	46	3	2.510691	
2	45	2	1.946515	
2	45	1	1.893399	
1	45	6	0.655286	
1	44	5	2.564962	
1	44	4	2.241535	
1	43	3	3.574085	
1	43	2	7.952862	
1	42	1	-3.635100	
