	k	i	s
90	10	6	-0.736642
89	10	5	-0.645405
88	10	4	-0.531931
87	10	3	-0.25755
86	10	2	-1.131256
85	10	1	-1.258046
84	9	9	-1.735583
83	9	8	-2.970643
82	9	7	-2.894825
81	9	6	0.706677
80	9	5	1.2087459999999999
79	9	4	-1.577189
78	9	3	8.965372
77	9	2	7.237678
76	9	1	0.07559500000000001
75	8	7	5.385036
74	8	6	-5.622045
73	8	5	-2.133829
72	8	4	-2.369589
71	8	3	-1.9280220000000001
70	8	2	-2.498632
69	8	1	-4.8844650000000005
68	7	9	-2.345489
67	7	8	-3.635686
66	7	7	-0.5370010000000001
65	7	6	-0.030843000000000002
64	7	5	-4.0557419999999995
63	7	4	-2.1565849999999998
62	7	3	-17.225671000000002
61	7	2	-10.670077
60	7	1	-5.65776
59	6	8	-10.011318000000001
58	6	7	-5.889239
57	6	6	5.533216
56	6	5	3.756294
55	6	4	5.939816
54	6	3	6.566135000000001
53	6	2	3.5121949999999997
52	6	1	2.025658
51	5	14	1.584714
50	5	13	3.4661370000000002
49	5	12	3.4828300000000003
48	5	11	2.651691
47	5	10	2.620852
46	5	9	2.370295
45	5	8	2.5763529999999997
44	5	7	0.58162
43	5	6	0.537495
42	5	5	1.780056
41	5	4	2.025306
40	5	3	2.5041450000000003
39	5	2	3.801429
38	5	1	0.8183739999999999
37	4	9	-3.3336230000000002
36	4	8	-5.801185
35	4	7	-5.480106
34	4	6	-2.7118830000000003
33	4	5	2.255655
32	4	4	-4.967892
31	4	3	-7.7347779999999995
30	4	2	-9.783487
29	4	1	-39.244803999999995
28	3	10	-0.605083
27	3	9	-1.6501990000000002
26	3	8	-1.343372
25	3	7	-2.3107279999999997
24	3	6	6.414842
23	3	5	6.61273
22	3	4	0.236583
21	3	3	-1.394005
20	3	2	8.880329
19	3	1	6.340364
18	2	13	0.9438059999999999
17	2	12	-0.332393
16	2	11	-0.819049
15	2	10	-0.427554
14	2	9	-0.863339
13	2	8	-1.790721
12	2	7	-1.8073970000000001
11	2	6	-0.846189
10	2	5	-0.812445
9	2	4	-0.099388
8	2	3	-0.115655
7	2	2	-0.8731120000000001
6	2	1	-0.305309
5	1	6	-1.026607
4	1	5	4.388732
3	1	4	9.929664
2	1	3	0.299032
1	1	2	22.94231
0	1	1	-0.313805
