	k	i	s
90	10	6	6.740371
89	10	5	2.905859
88	10	4	2.830015
87	10	3	-3.204036
86	10	2	-4.478190000000001
85	10	1	0.9457760000000001
84	9	9	-2.733221
83	9	8	-2.271464
82	9	7	-2.845472
81	9	6	-2.275018
80	9	5	-3.0952450000000002
79	9	4	-3.331718
78	9	3	-4.5586199999999995
77	9	2	-5.22297
76	9	1	-9.579589
75	8	7	-3.805623
74	8	6	-4.00889
73	8	5	-3.053457
72	8	4	-2.748989
71	8	3	-2.191016
70	8	2	-1.8982990000000002
69	8	1	-6.323497
68	7	9	-1.3336709999999998
67	7	8	-1.376032
66	7	7	-2.6716759999999997
65	7	6	-2.189822
64	7	5	-0.11586500000000001
63	7	4	-0.21747600000000003
62	7	3	-4.359608000000001
61	7	2	0.865901
60	7	1	-3.728963
59	6	8	-4.290754
58	6	7	-8.414902999999999
57	6	6	10.196172999999998
56	6	5	1.747416
55	6	4	3.02481
54	6	3	-1.606603
53	6	2	-0.423358
52	6	1	-2.3459630000000002
51	5	14	0.996133
50	5	13	1.8641
49	5	12	1.429075
48	5	11	-1.48284
47	5	10	-1.6703459999999999
46	5	9	-0.905265
45	5	8	-0.810375
44	5	7	0.408182
43	5	6	0.585259
42	5	5	0.380304
41	5	4	0.563905
40	5	3	-1.086279
39	5	2	-0.49273999999999996
38	5	1	-0.422688
37	4	9	-0.412062
36	4	8	0.152437
35	4	7	-4.014998
34	4	6	-1.8434119999999998
33	4	5	8.878607
32	4	4	1.223803
31	4	3	10.505017
30	4	2	-5.3811480000000005
29	4	1	-9.129031
28	3	10	-0.20848000000000003
27	3	9	0.9361450000000001
26	3	8	-2.3984099999999997
25	3	7	0.731069
24	3	6	2.433265
23	3	5	7.651803
22	3	4	9.631929
21	3	3	9.643972999999999
20	3	2	5.46114
19	3	1	2.2271009999999998
18	2	13	2.764624
17	2	12	4.353806
16	2	11	4.021758
15	2	10	1.5612059999999999
14	2	9	1.255809
13	2	8	2.109859
12	2	7	2.03294
11	2	6	1.368352
10	2	5	1.65472
9	2	4	3.472951
8	2	3	3.7922339999999997
7	2	2	2.030805
6	2	1	2.396693
5	1	6	-0.303711
4	1	5	7.002038000000001
3	1	4	7.603855
2	1	3	9.790065
1	1	2	28.797565999999996
0	1	1	15.610170000000002
