	k	i	s
28	10	6	5.698058
27	10	5	3.6568869999999993
26	10	4	1.623385
25	10	3	1.927299
24	10	2	1.281327
23	10	1	1.244631
22	9	9	0.931075
21	9	8	2.678786
20	9	7	0.9971909999999999
19	9	6	2.991989
18	9	5	2.3325869999999997
17	9	4	6.499417000000001
16	9	1	1.71422
15	8	7	-0.8831629999999999
14	8	1	-10.31235
13	7	9	-11.117925999999999
12	7	1	1.71422
11	6	8	-2.6598479999999998
10	6	1	-12.975773
9	5	14	-5.2561919999999995
8	5	1	-10.335542
7	4	9	-14.476344000000001
6	4	1	-44.406464
5	3	10	1.160957
4	3	1	-39.677181
3	2	13	-17.124931
2	2	1	-5.5376769999999995
1	1	6	-20.62845
0	1	1	7.965688
