	k	i	s
90	10	6	1.778155
89	10	5	2.5536510000000003
88	10	4	6.075451
87	10	3	0.607382
86	10	2	4.328424
85	10	1	3.920091
84	9	9	2.069253
83	9	8	-0.111652
82	9	7	0.584967
81	9	6	0.115127
80	9	5	0.542469
79	9	4	5.553568
78	9	3	4.812595
77	9	2	11.350141
76	9	1	4.517062
75	8	7	-2.646752
74	8	6	1.3129210000000002
73	8	5	-1.950841
72	8	4	-2.999072
71	8	3	-1.335649
70	8	2	-5.223095
69	8	1	-9.12981
68	7	9	-6.997433999999999
67	7	8	-1.565531
66	7	7	-1.458015
65	7	6	-7.921938000000001
64	7	5	-1.597861
63	7	4	-3.5957209999999997
62	7	3	-4.2799
61	7	2	-3.9384660000000005
60	7	1	-3.473349
59	6	8	4.248052
58	6	7	3.1498060000000003
57	6	6	7.102463
56	6	5	8.808464
55	6	4	1.910338
54	6	3	0.614391
53	6	2	2.092011
52	6	1	1.351788
51	5	14	2.349584
50	5	13	0.5539310000000001
49	5	12	0.34991500000000003
48	5	11	1.176878
47	5	10	0.7242649999999999
46	5	9	-0.546147
45	5	8	-0.652933
44	5	7	-0.050703
43	5	6	-0.07242799999999999
42	5	5	2.816506
41	5	4	2.8995599999999997
40	5	3	3.2543889999999998
39	5	2	3.023822
38	5	1	-0.903857
37	4	9	-0.584395
36	4	8	-1.3078670000000001
35	4	7	20.746148
34	4	6	-1.696063
33	4	5	3.8025330000000004
32	4	4	1.083
31	4	3	-14.493079000000002
30	4	2	-12.063864
29	4	1	-62.115288
28	3	10	1.141944
27	3	9	14.649168
26	3	8	1.691639
25	3	7	8.482538
24	3	6	9.168732
23	3	5	4.96224
22	3	4	5.310728
21	3	3	6.608753
20	3	2	4.9580779999999995
19	3	1	3.1478770000000003
18	2	13	0.083984
17	2	12	-0.227029
16	2	11	-1.067013
15	2	10	-2.5362169999999997
14	2	9	-2.7921099999999996
13	2	8	-2.926081
12	2	7	-3.191784
11	2	6	-3.262077
10	2	5	-3.4269910000000006
9	2	4	-4.395219
8	2	3	-3.8694599999999997
7	2	2	-4.625241
6	2	1	-4.497928
5	1	6	-4.114065
4	1	5	-5.911075
3	1	4	-6.444364
2	1	3	-4.1166279999999995
1	1	2	-2.619939
0	1	1	-9.52538
