	k	i	s
89	10	6	0.358644
88	10	5	0.554167
87	10	4	0.373924
86	10	3	0.338133
85	10	2	1.107312
84	10	1	1.0605360000000001
83	9	9	0.661369
82	9	8	-4.647771
81	9	7	2.23184
80	9	6	2.36179
79	9	5	-0.073847
78	9	4	0.546322
77	9	3	5.484151
76	9	2	9.257259999999999
75	9	1	-0.142742
74	8	7	9.804899
73	8	6	-2.9264759999999996
72	8	5	-3.245618
71	8	4	-4.699285
70	8	3	-3.5144940000000005
69	8	2	-5.223693
68	8	1	-8.9508
67	7	9	-8.437729000000001
66	7	8	-5.447749
65	7	7	1.9688240000000001
64	7	6	-2.891732
63	7	5	-3.587646
62	7	4	0.150532
61	7	3	-0.10228
60	7	2	-4.7743530000000005
59	7	1	-5.731495
58	6	8	5.0826519999999995
57	6	7	14.667985
56	6	6	10.312119000000001
55	6	5	10.487067999999999
54	6	4	12.34256
53	6	3	11.405478
52	6	2	15.599784
51	6	1	4.548863
50	5	14	1.146123
49	5	13	0.497616
48	5	12	0.977792
47	5	11	0.211556
46	5	10	0.14991500000000002
45	5	9	-0.642614
44	5	8	-0.601271
43	5	7	1.371357
42	5	6	1.526877
41	5	5	2.210354
40	5	4	5.522328
39	5	3	2.970891
38	5	2	2.9468419999999997
37	5	1	-1.982357
36	4	9	-1.262293
35	4	8	0.08566599999999999
34	4	7	16.047731
33	4	6	-7.075219000000001
32	4	5	2.9447959999999997
31	4	4	-1.558467
30	4	3	-12.604816
29	4	2	-5.819161
28	4	1	-61.384636
27	3	10	0.8996540000000001
26	3	9	11.091744
25	3	8	0.720936
24	3	7	15.726370999999999
23	3	6	9.049507
22	3	5	8.261272
21	3	4	4.310882
20	3	3	5.769106
19	3	2	21.316808
18	3	1	5.212648000000001
17	2	13	0.393456
16	2	12	1.004529
15	2	11	0.83299
14	2	10	-0.439986
13	2	9	-0.598974
12	2	8	-0.70872
11	2	7	-0.693659
10	2	6	-1.2994219999999999
9	2	5	-1.121635
8	2	4	-1.118963
7	2	3	-0.6396390000000001
6	2	2	-1.126055
5	2	1	-0.945048
4	1	6	-0.24946
3	1	5	0.968413
2	1	4	3.7468150000000002
1	1	3	11.87534
0	1	1	2.738929
