	k	i	s
90	10	6	0.44510799999999984
89	10	5	2.182558
88	10	4	2.095343
87	10	3	-0.753885
86	10	2	-0.8743290000000001
85	10	1	0.40797
84	9	9	4.307765
83	9	8	-1.156357
82	9	7	0.8636739999999999
81	9	6	1.312231
80	9	5	-1.8749200000000001
79	9	4	-2.27698
78	9	3	9.255968
77	9	2	4.266571
76	9	1	6.704432000000001
75	8	7	7.834524999999999
74	8	6	-2.613629
73	8	5	-1.0582479999999999
72	8	4	-2.014431
71	8	3	-2.112726
70	8	2	-2.2888580000000003
69	8	1	-5.20999
68	7	9	-0.787361
67	7	8	-0.763337
66	7	7	0.218642
65	7	6	0.8716520000000001
64	7	5	-2.916246
63	7	4	-4.224428
62	7	3	-1.961865
61	7	2	-1.03329
60	7	1	-4.8716800000000005
59	6	8	-3.3181200000000004
58	6	7	-2.9489909999999995
57	6	6	13.583167
56	6	5	11.191833
55	6	4	2.8887419999999997
54	6	3	0.5579189999999999
53	6	2	5.162151000000001
52	6	1	3.4666930000000002
51	5	14	2.5934169999999996
50	5	13	3.928083
49	5	12	3.860676
48	5	11	2.797806
47	5	10	2.51627
46	5	9	2.885421
45	5	8	2.8372349999999997
44	5	7	1.503743
43	5	6	1.549992
42	5	5	1.095595
41	5	4	1.191786
40	5	3	0.302695
39	5	2	0.647816
38	5	1	2.127393
37	4	9	-3.399341
36	4	8	-2.199705
35	4	7	-4.317245
34	4	6	-3.943061
33	4	5	-8.470206
32	4	4	-5.8606169999999995
31	4	3	-7.639334
30	4	2	-0.11485799999999999
29	4	1	-20.77063
28	3	10	-3.573142
27	3	9	-4.331133
26	3	8	1.427117
25	3	7	2.454885
24	3	6	3.112682
23	3	5	6.748431
22	3	4	6.823927
21	3	3	7.531014999999999
20	3	2	9.904687
19	3	1	7.34846
18	2	13	3.743324
17	2	12	0.718828
16	2	11	0.22460300000000002
15	2	10	1.126468
14	2	9	0.644251
13	2	8	-0.940174
12	2	7	-0.983808
11	2	6	-1.517258
10	2	5	-1.646277
9	2	4	-1.28508
8	2	3	-0.691321
7	2	2	-0.242839
6	2	1	0.939641
5	1	6	-0.48208
4	1	5	-2.675654
3	1	4	-0.713639
2	1	3	-1.2478559999999999
1	1	2	1.0974030000000001
0	1	1	3.733683
