	k	i	s
90	10	6	1.8456959999999998
89	10	5	2.615474
88	10	4	3.8984050000000003
87	10	3	3.238992
86	10	2	2.647606
85	10	1	1.869045
84	9	9	-0.233154
83	9	8	6.518819000000001
82	9	7	2.2168349999999997
81	9	6	2.3898330000000003
80	9	5	8.04948
79	9	4	7.239242
78	9	3	12.131715
77	9	2	13.283712999999999
76	9	1	5.8509269999999995
75	8	7	5.198766
74	8	6	0.453533
73	8	5	1.1001020000000001
72	8	4	2.156196
71	8	3	-0.4556189999999999
70	8	2	-0.553232
69	8	1	-0.5160020000000001
68	7	9	-0.5441060000000001
67	7	8	-0.412567
66	7	7	-0.980029
65	7	6	1.289195
64	7	5	4.446109
63	7	4	3.203875
62	7	3	1.100322
61	7	2	6.080997
60	7	1	0.8930549999999999
59	6	8	3.606312
58	6	7	0.671098
57	6	6	1.241379
56	6	5	3.355952
55	6	4	8.06854
54	6	3	3.025322
53	6	2	2.730196
52	6	1	4.904343
51	5	14	0.772867
50	5	13	1.374846
49	5	12	0.228431
48	5	11	-0.276978
47	5	10	-0.506927
46	5	9	-0.52481
45	5	8	-0.894272
44	5	7	-1.089352
43	5	6	-0.007006
42	5	5	0.020491
41	5	4	2.183246
40	5	3	1.8974
39	5	2	3.394562
38	5	1	2.98195
37	4	9	-3.177653
36	4	8	-4.908951999999999
35	4	7	-5.465113
34	4	6	0.13681400000000002
33	4	5	-11.66412
32	4	4	-0.657874
31	4	3	11.071079
30	4	2	-14.504655999999999
29	4	1	-10.028249
28	3	10	-2.3844090000000002
27	3	9	-3.217548
26	3	8	-3.373843
25	3	7	-7.3896429999999995
24	3	6	3.2146
23	3	5	21.094542999999998
22	3	4	10.927401
21	3	3	6.0530550000000005
20	3	2	3.337595
19	3	1	4.303681
18	2	13	-0.717155
17	2	12	-0.636358
16	2	11	2.170399
15	2	10	-0.78884
14	2	9	-2.0995310000000003
13	2	8	-2.1958509999999998
12	2	7	-2.376975
11	2	6	-2.074005
10	2	5	-3.7856449999999997
9	2	4	-3.4386879999999995
8	2	3	-2.846274
7	2	2	-2.072178
6	2	1	-5.021939
5	1	6	-2.1627080000000003
4	1	5	-0.312433
3	1	4	-4.608198000000001
2	1	3	-2.708644
1	1	2	5.354401999999999
0	1	1	-9.293167
