	k	i	s
90	10	6	-0.367554
89	10	5	-0.696602
88	10	4	0.27474899999999997
87	10	3	0.45946899999999996
86	10	2	-0.053813
85	10	1	0.098832
84	9	9	-0.23178600000000002
83	9	8	3.880126
82	9	7	0.38593
81	9	6	-0.728404
80	9	5	0.664285
79	9	4	1.2133040000000002
78	9	3	9.025779
77	9	2	12.496446
76	9	1	5.055089
75	8	7	5.3526110000000005
74	8	6	-1.417165
73	8	5	-0.587761
72	8	4	-0.635042
71	8	3	-2.810704
70	8	2	-1.272851
69	8	1	-5.288844999999999
68	7	9	-5.395301
67	7	8	-2.076541
66	7	7	-1.879373
65	7	6	-7.8074460000000006
64	7	5	-7.399608000000001
63	7	4	-6.597256
62	7	3	-3.242265
61	7	2	-9.682087
60	7	1	-3.325194
59	6	8	0.6405930000000002
58	6	7	11.988626
57	6	6	14.274188
56	6	5	20.058799999999998
55	6	4	6.1386080000000005
54	6	3	26.324941
53	6	2	4.392422
52	6	1	4.025994
51	5	14	1.6067420000000001
50	5	13	3.805912
49	5	12	4.148334999999999
48	5	11	3.5507410000000004
47	5	10	3.543306
46	5	9	0.11891199999999999
45	5	8	0.382178
44	5	7	0.38921100000000003
43	5	6	0.22354000000000002
42	5	5	2.431444
41	5	4	5.971132
40	5	3	3.3895730000000004
39	5	2	3.4124209999999997
38	5	1	4.324955999999999
37	4	9	-0.613379
36	4	8	-4.897136
35	4	7	31.220705999999996
34	4	6	2.373477
33	4	5	4.850676999999999
32	4	4	2.143589
31	4	3	-22.886754999999997
30	4	2	-28.4977
29	4	1	-82.90522
28	3	10	2.686398
27	3	9	21.097652
26	3	8	4.875898
25	3	7	53.174103
24	3	6	-0.682658
23	3	5	1.554274
22	3	4	1.382948
21	3	3	3.230284
20	3	2	3.7216839999999998
19	3	1	2.3639419999999998
18	2	13	0.347071
17	2	12	-0.40513899999999997
16	2	11	-0.303888
15	2	10	-2.144796
14	2	9	-2.615165
13	2	8	-1.517875
12	2	7	-1.522102
11	2	6	-2.990702
10	2	5	-2.90176
9	2	4	-0.960715
8	2	3	-0.32852600000000004
7	2	2	-2.319444
6	2	1	-1.536187
5	1	6	-4.3604650000000005
4	1	5	-5.744839
3	1	4	-5.093966
2	1	3	-2.586639
1	1	2	1.8966009999999998
0	1	1	-3.837086
