	k	i	s
86	10	6	1.081754
85	10	5	1.276137
84	10	4	0.052881
83	10	3	-0.3332
82	10	2	-0.508734
81	10	1	-0.746012
80	9	9	-3.2054709999999997
79	9	8	-0.499421
78	9	7	-0.142861
77	9	6	-1.0325010000000001
76	9	5	-1.068646
75	9	4	2.994166
74	9	3	4.13005
73	9	2	10.287687
72	9	1	5.478006
71	8	7	-0.084273
70	8	6	1.8647880000000001
69	8	5	-0.246288
68	8	4	0.3171599999999999
67	8	3	-6.458539
66	8	2	-3.4476739999999997
65	8	1	-3.3492269999999995
64	7	9	-2.444597
63	7	8	-4.712285
62	7	7	-0.840298
61	7	6	-8.400696
60	7	5	-1.525008
59	7	4	-7.143009
58	7	3	-1.7546119999999998
57	7	2	2.40518
56	7	1	-4.323111
55	6	8	1.1165349999999998
54	6	7	12.738896
53	6	6	14.658873999999999
52	6	5	21.578457
51	6	4	6.580316000000001
50	6	3	31.989525
49	6	2	3.343168
48	6	1	4.237554
47	5	14	1.8733220000000002
46	5	13	2.370612
45	5	12	2.6144580000000004
44	5	11	3.369957
43	5	10	3.222778
42	5	9	2.517357
41	5	8	2.3953439999999997
40	5	7	3.241429
39	5	6	3.36541
38	5	5	4.162116999999999
37	5	4	4.405828
36	5	3	4.137355
35	5	2	4.282301
34	5	1	-0.484598
33	4	9	0.977426
32	4	8	1.4875120000000002
31	4	7	7.1333020000000005
30	4	6	5.804625
29	4	5	-3.121151
28	4	4	-2.5732
27	4	3	-26.801972999999997
26	4	2	-16.322982999999997
25	4	1	-45.346523
24	3	10	0.385208
23	3	9	10.724211
22	3	8	1.914491
21	3	7	-7.598427
20	3	6	3.017466
19	3	5	2.706225
18	3	4	2.810821
17	3	3	5.3301870000000005
16	3	2	7.223510000000001
15	3	1	7.988442
14	2	13	2.646525
13	2	12	3.3249
12	2	11	3.358827
11	2	10	1.076432
10	2	9	0.61206
9	2	8	-0.01816
8	2	7	0.20540799999999998
7	2	6	-0.7664340000000001
6	2	5	-0.49483599999999994
5	2	4	-0.9104530000000001
4	2	3	-0.161525
3	2	2	-2.142734
2	2	1	0.5028090000000001
1	1	6	-15.449729000000001
0	1	1	16.4259
