	k	i	s
90	10	6	1.766041
89	10	5	2.3141930000000004
88	10	4	2.4912279999999996
87	10	3	1.3265609999999999
86	10	2	1.360116
85	10	1	1.404302
84	9	9	3.959694
83	9	8	4.074758
82	9	7	3.6548300000000005
81	9	6	0.069311
80	9	5	-0.087491
79	9	4	9.6839
78	9	3	14.330634
77	9	2	5.701222
76	9	1	3.894707
75	8	7	0.6045229999999999
74	8	6	2.483349
73	8	5	2.367369
72	8	4	-3.176167
71	8	3	-2.726573
70	8	2	0.5144989999999999
69	8	1	-6.71634
68	7	9	-5.113398
67	7	8	-3.668802
66	7	7	-3.353036
65	7	6	-4.977164
64	7	5	1.378849
63	7	4	-1.015432
62	7	3	-13.388848
61	7	2	0.5373379999999999
60	7	1	2.2669259999999998
59	6	8	15.789148
58	6	7	12.065032
57	6	6	15.300548999999998
56	6	5	13.684866
55	6	4	10.796441
54	6	3	13.067341
53	6	2	6.190672
52	6	1	5.335356
51	5	14	0.7847310000000001
50	5	13	2.947074
49	5	12	3.4502370000000004
48	5	11	-0.402911
47	5	10	-0.5734630000000001
46	5	9	0.837499
45	5	8	1.0609870000000001
44	5	7	1.118161
43	5	6	1.462891
42	5	5	3.6203239999999997
41	5	4	3.6369309999999997
40	5	3	0.9292469999999999
39	5	2	1.077699
38	5	1	3.154741
37	4	9	-1.775079
36	4	8	-6.243032
35	4	7	6.220263
34	4	6	-3.361795
33	4	5	-9.497401
32	4	4	-10.686275
31	4	3	-34.171089
30	4	2	-2.350546
29	4	1	-35.988743
28	3	10	0.32395799999999997
27	3	9	3.130843
26	3	8	-0.362349
25	3	7	0.36296300000000004
24	3	6	6.573044
23	3	5	8.137228
22	3	4	2.271387
21	3	3	5.876321
20	3	2	17.417521
19	3	1	6.149498
18	2	13	1.016432
17	2	12	0.095283
16	2	11	-0.215571
15	2	10	-1.71522
14	2	9	-1.9551630000000002
13	2	8	-1.8528200000000001
12	2	7	-1.600991
11	2	6	-1.8767580000000001
10	2	5	-1.355785
9	2	4	-2.4021049999999997
8	2	3	-2.227655
7	2	2	-3.6476379999999997
6	2	1	-5.585772
5	1	6	0.172015
4	1	5	0.9209809999999999
3	1	4	3.868694
2	1	3	2.380387
1	1	2	9.841106
0	1	1	-3.608832
