	k	i	s
90	10	6	1.348432
89	10	5	-1.444312
88	10	4	1.5934760000000001
87	10	3	1.032785
86	10	2	0.41446700000000003
85	10	1	0.5739569999999999
84	9	9	-0.142104
83	9	8	1.880882
82	9	7	2.192302
81	9	6	2.363652
80	9	5	1.851436
79	9	4	6.900901
78	9	3	0.6341439999999999
77	9	2	16.379559
76	9	1	6.8213669999999995
75	8	7	5.472771000000001
74	8	6	-2.602363
73	8	5	-0.8094319999999999
72	8	4	-3.508014
71	8	3	-1.0063900000000001
70	8	2	-1.047355
69	8	1	-9.039338
68	7	9	-4.817675
67	7	8	-1.7804240000000002
66	7	7	-1.312661
65	7	6	-1.1965290000000002
64	7	5	2.950586
63	7	4	-3.2915590000000003
62	7	3	-1.553964
61	7	2	-4.39836
60	7	1	-3.565353
59	6	8	9.976797
58	6	7	3.717997
57	6	6	2.200127
56	6	5	2.3229599999999997
55	6	4	-1.259852
54	6	3	-4.05587
53	6	2	-2.764412
52	6	1	-4.291314
51	5	14	-0.36825
50	5	13	0.8636889999999999
49	5	12	0.1597
48	5	11	0.504594
47	5	10	0.28427399999999997
46	5	9	1.60857
45	5	8	1.637875
44	5	7	0.9347409999999999
43	5	6	0.775047
42	5	5	2.232041
41	5	4	2.023885
40	5	3	0.544362
39	5	2	0.596837
38	5	1	2.632072
37	4	9	2.195064
36	4	8	3.4740019999999996
35	4	7	0.747499
34	4	6	3.125491
33	4	5	5.881565
32	4	4	12.891081
31	4	3	11.322614999999999
30	4	2	-5.6251430000000004
29	4	1	1.8922430000000001
28	3	10	-5.102499
27	3	9	19.661959
26	3	8	8.20853
25	3	7	26.565371000000003
24	3	6	8.550008
23	3	5	6.265286
22	3	4	6.141249
21	3	3	7.693573
20	3	2	7.244692999999999
19	3	1	3.669603
18	2	13	1.342673
17	2	12	1.9356830000000003
16	2	11	1.1135059999999999
15	2	10	-1.168842
14	2	9	-1.6102670000000001
13	2	8	-2.215929
12	2	7	-2.1748369999999997
11	2	6	-1.217942
10	2	5	-1.060014
9	2	4	-0.9075030000000001
8	2	3	-0.7741279999999999
7	2	2	-1.619746
6	2	1	-0.594174
5	1	6	1.322396
4	1	5	-4.5915989999999995
3	1	4	-4.177486
2	1	3	2.575997
1	1	2	8.206963
0	1	1	-7.258093
