	k	i	s
90	10	6	-0.63569
89	10	5	-1.125414
88	10	4	-1.2987440000000001
87	10	3	-0.20640100000000003
86	10	2	-0.633155
85	10	1	-1.565581
84	9	9	2.986413
83	9	8	0.743554
82	9	7	0.555489
81	9	6	2.820191
80	9	5	3.4241029999999997
79	9	4	3.358944
78	9	3	12.538071
77	9	2	4.588961
76	9	1	6.256693
75	8	7	1.70288
74	8	6	-0.780095
73	8	5	7.206378
72	8	4	0.438097
71	8	3	-0.420195
70	8	2	-0.928801
69	8	1	-4.777435
68	7	9	-0.161748
67	7	8	-1.5430899999999999
66	7	7	-0.514041
65	7	6	0.202811
64	7	5	-2.099449
63	7	4	-12.353169
62	7	3	-16.809006
61	7	2	-16.188114
60	7	1	-2.914376
59	6	8	5.086066000000001
58	6	7	12.492497
57	6	6	15.967607000000001
56	6	5	9.794989
55	6	4	16.900772
54	6	3	13.529926999999999
53	6	2	7.6586110000000005
52	6	1	7.00028
51	5	14	4.137521
50	5	13	4.940307
49	5	12	5.314921
48	5	11	2.9363650000000003
47	5	10	2.737533
46	5	9	1.388377
45	5	8	1.518382
44	5	7	2.164673
43	5	6	2.399612
42	5	5	7.4417860000000005
41	5	4	3.864554
40	5	3	3.7959940000000003
39	5	2	16.740208
38	5	1	-0.590515
37	4	9	-2.7560990000000003
36	4	8	-2.797609
35	4	7	29.29018
34	4	6	-10.430572999999999
33	4	5	5.28254
32	4	4	1.6629720000000001
31	4	3	-21.806427
30	4	2	-8.708278
29	4	1	-62.433662
28	3	10	1.262046
27	3	9	14.341231
26	3	8	-1.141305
25	3	7	4.202298000000001
24	3	6	6.1504080000000005
23	3	5	3.953785
22	3	4	6.781275
21	3	3	10.774548
20	3	2	6.62857
19	3	1	7.264891
18	2	13	1.7482099999999998
17	2	12	3.060761
16	2	11	2.864824
15	2	10	0.548942
14	2	9	0.213495
13	2	8	-0.751556
12	2	7	-0.622256
11	2	6	-1.544568
10	2	5	-1.3444399999999999
9	2	4	-3.0690459999999997
8	2	3	-1.991582
7	2	2	-1.9371599999999998
6	2	1	-1.426733
5	1	6	-3.2905010000000003
4	1	5	-6.1358809999999995
3	1	4	-5.163771
2	1	3	-4.760251
1	1	2	-2.396957
0	1	1	-6.295542
