	k	i	s
80	10	6	1.033447
79	10	5	1.498137
78	10	4	-1.8985439999999998
77	10	3	4.042493
76	10	2	5.416919999999999
75	10	1	2.264777
74	9	9	1.1855440000000002
73	9	8	-1.000865
72	9	7	-1.209427
71	9	6	5.498126999999999
70	9	5	5.153378
69	9	4	6.524148
68	9	3	20.483887
67	9	2	25.425588
66	9	1	1.7783790000000002
65	8	7	5.092798
64	8	6	-10.155989
63	8	5	-6.965273
62	8	4	-7.0123679999999995
61	8	3	-2.6582939999999997
60	8	2	-10.581876999999999
59	8	1	-10.696253
58	7	9	-8.474513
57	7	8	-3.834539
56	7	7	-3.5265269999999997
55	7	6	-3.5838940000000004
54	7	5	-3.6713709999999997
53	7	4	-1.305265
52	7	3	-1.1500350000000001
51	7	2	-9.311941
50	7	1	-2.070657
49	6	8	4.006691
48	6	7	-0.569701
47	6	6	5.176743
46	6	5	3.7751129999999997
45	6	4	2.270659
44	6	3	-1.405866
43	6	2	0.956565
42	6	1	0.827268
41	5	14	1.431865
40	5	13	1.364125
39	5	12	1.2958969999999999
38	5	11	-0.26319899999999996
37	5	10	-0.39958
36	5	9	0.22052800000000003
35	5	8	0.299892
34	5	7	1.5682969999999998
33	5	6	1.688561
32	5	5	2.105642
31	5	4	2.143574
30	5	3	0.5595359999999999
29	5	2	0.873892
28	5	1	1.7681419999999999
27	4	9	0.347367
26	4	8	0.985326
25	4	7	0.5880770000000001
24	4	6	3.920919
23	4	5	11.249229
22	4	4	1.000604
21	4	3	-4.5480730000000005
20	4	2	10.108803
19	4	1	-22.026493
18	3	10	-1.7583900000000001
17	3	9	-0.37782
16	3	8	6.1810540000000005
15	3	7	8.054454
14	3	6	5.045329
13	3	5	14.37191
12	3	4	15.509234
11	3	3	19.080619
10	3	2	8.883386999999999
9	3	1	5.988772
8	2	13	-0.286998
7	2	12	-0.9258190000000001
6	2	11	-0.804595
5	2	10	-3.3966089999999998
4	2	9	-3.328262
3	2	8	-8.764111
2	2	1	0.13192
1	1	6	-0.412337
0	1	1	8.232674000000001
