	k	i	s
90	10	6	-2.898263
89	10	5	0.13114800000000001
88	10	4	-0.144009
87	10	3	-1.1938309999999999
86	10	2	-1.447083
85	10	1	-2.3601400000000003
84	9	9	1.566861
83	9	8	0.719723
82	9	7	0.494428
81	9	6	0.159093
80	9	5	1.989925
79	9	4	1.482421
78	9	3	12.675765
77	9	2	9.613125
76	9	1	4.399067
75	8	7	2.403312
74	8	6	-1.3606690000000001
73	8	5	4.693003
72	8	4	-3.013064
71	8	3	-1.199567
70	8	2	-0.782766
69	8	1	-1.278931
68	7	9	-2.683924
67	7	8	-0.445249
66	7	7	0.337719
65	7	6	-2.762372
64	7	5	-2.016194
63	7	4	1.2290009999999998
62	7	3	-1.467668
61	7	2	4.79824
60	7	1	-3.8410480000000002
59	6	8	-2.652228
58	6	7	14.86092
57	6	6	4.763205999999999
56	6	5	3.26883
55	6	4	4.344569
54	6	3	0.49725
53	6	2	1.390104
52	6	1	-1.558689
51	5	14	3.5219370000000003
50	5	13	4.235405999999999
49	5	12	3.818744
48	5	11	2.373034
47	5	10	1.837904
46	5	9	2.4969259999999998
45	5	8	2.431772
44	5	7	2.635478
43	5	6	2.670116
42	5	5	3.1802650000000003
41	5	4	3.2851489999999997
40	5	3	1.904575
39	5	2	2.269286
38	5	1	4.498718
37	4	9	-0.666309
36	4	8	-1.922879
35	4	7	-2.33317
34	4	6	0.17018699999999998
33	4	5	0.997395
32	4	4	-0.700681
31	4	3	24.082428
30	4	2	-7.7076020000000005
29	4	1	25.171522
28	3	10	1.5219559999999999
27	3	9	-0.076378
26	3	8	-5.4193370000000005
25	3	7	-3.1251900000000004
24	3	6	6.877687
23	3	5	7.189850999999999
22	3	4	16.971184
21	3	3	30.264257999999998
20	3	2	7.882559
19	3	1	8.271397
18	2	13	2.005774
17	2	12	2.14098
16	2	11	1.6660130000000002
15	2	10	0.841033
14	2	9	0.334789
13	2	8	0.59332
12	2	7	0.565592
11	2	6	0.016276
10	2	5	0.284525
9	2	4	-0.105773
8	2	3	0.415595
7	2	2	-0.594279
6	2	1	0.173163
5	1	6	1.6539419999999998
4	1	5	1.344955
3	1	4	4.02342
2	1	3	8.063229
1	1	2	8.258953
0	1	1	2.886112
