	k	i	s
90	10	6	1.667012
89	10	5	2.5098580000000004
88	10	4	3.61781
87	10	3	4.030905
86	10	2	1.46348
85	10	1	1.5834139999999999
84	9	9	1.247283
83	9	8	3.389703
82	9	7	3.00527
81	9	6	5.030967
80	9	5	6.945245
79	9	4	7.702779
78	9	3	8.415737
77	9	2	11.083055000000002
76	9	1	-1.209424
75	8	7	-0.06262499999999999
74	8	6	-0.23191199999999998
73	8	5	-0.629969
72	8	4	-0.983145
71	8	3	-1.349576
70	8	2	-2.1540619999999997
69	8	1	-4.037876
68	7	9	-0.248207
67	7	8	2.6665900000000002
66	7	7	-0.672032
65	7	6	3.5537410000000005
64	7	5	-10.679889
63	7	4	-3.765191
62	7	3	-4.550014
61	7	2	-2.220762
60	7	1	-4.808484
59	6	8	9.058710000000001
58	6	7	2.361353
57	6	6	2.309328
56	6	5	7.418005
55	6	4	7.832694
54	6	3	11.292699
53	6	2	6.064712999999999
52	6	1	1.971328
51	5	14	0.478779
50	5	13	1.703632
49	5	12	2.118476
48	5	11	1.459055
47	5	10	2.394263
46	5	9	2.525044
45	5	8	0.8769379999999999
44	5	7	0.9763620000000001
43	5	6	2.074842
42	5	5	2.217047
41	5	4	0.7878350000000001
40	5	3	1.090745
39	5	2	1.7957470000000002
38	5	1	1.973746
37	4	9	-0.05483
36	4	8	2.397254
35	4	7	23.665808000000002
34	4	6	-5.538114
33	4	5	3.93022
32	4	4	2.356766
31	4	3	-17.703445000000002
30	4	2	-6.658544999999999
29	4	1	-65.770073
28	3	10	2.09407
27	3	9	11.815207000000001
26	3	8	-0.8004819999999999
25	3	7	10.634679
24	3	6	4.570361
23	3	5	3.628256
22	3	4	1.089258
21	3	3	3.6904550000000005
20	3	2	5.290067
19	3	1	6.077469000000001
18	2	13	-2.773335
17	2	12	-3.060534
16	2	11	-3.289411
15	2	10	-2.962081
14	2	9	-3.547229
13	2	8	-5.4921489999999995
12	2	7	-5.452699
11	2	6	-6.527026
10	2	5	-5.982208999999999
9	2	4	-5.157378
8	2	3	-4.527037
7	2	2	-6.501955000000001
6	2	1	-5.57619
5	1	6	-4.93036
4	1	5	-6.352943
3	1	4	-7.19071
2	1	3	-8.503586
1	1	2	-5.791682
0	1	1	-11.684088000000001
