	k	i	s
90	10	6	1.563859
89	10	5	1.067926
88	10	4	1.2383790000000001
87	10	3	1.266999
86	10	2	0.45823400000000003
85	10	1	0.297994
84	9	9	-1.387
83	9	8	-0.534809
82	9	7	-0.786159
81	9	6	-0.078165
80	9	5	-0.248784
79	9	4	5.19561
78	9	3	14.111004000000001
77	9	2	5.165164
76	9	1	2.394675
75	8	7	0.47398100000000004
74	8	6	-3.177468
73	8	5	3.112989
72	8	4	-4.142608999999999
71	8	3	-2.344591
70	8	2	-2.534939
69	8	1	-5.982616
68	7	9	-4.027824000000001
67	7	8	-1.757122
66	7	7	-3.220468
65	7	6	-4.719557999999999
64	7	5	-2.3121159999999996
63	7	4	1.442654
62	7	3	-0.657754
61	7	2	-3.1317860000000004
60	7	1	0.803176
59	6	8	-3.7028500000000006
58	6	7	10.492796
57	6	6	9.527205
56	6	5	9.405124
55	6	4	3.70911
54	6	3	2.147449
53	6	2	5.477784
52	6	1	3.4605360000000003
51	5	14	3.538612
50	5	13	6.360009
49	5	12	6.0333879999999995
48	5	11	3.816233
47	5	10	3.4672739999999997
46	5	9	4.236561
45	5	8	4.16513
44	5	7	5.035019
43	5	6	5.023271
42	5	5	4.511492
41	5	4	4.523276999999999
40	5	3	4.474205
39	5	2	4.74481
38	5	1	5.072357
37	4	9	2.241397
36	4	8	2.861955
35	4	7	1.408919
34	4	6	4.570705
33	4	5	5.39783
32	4	4	-6.444535
31	4	3	13.11143
30	4	2	-27.474455999999996
29	4	1	9.189058000000001
28	3	10	-2.039057
27	3	9	26.967916
26	3	8	0.5430520000000001
25	3	7	21.145576000000002
24	3	6	5.573752
23	3	5	3.5046129999999995
22	3	4	3.000753
21	3	3	5.554318
20	3	2	6.628887
19	3	1	7.302874
18	2	13	0.305114
17	2	12	-0.135734
16	2	11	-0.355503
15	2	10	-1.065367
14	2	9	-1.381534
13	2	8	-2.201771
12	2	7	-2.0188919999999997
11	2	6	-2.494976
10	2	5	-2.116145
9	2	4	-2.333054
8	2	3	-1.910222
7	2	2	-3.3270129999999996
6	2	1	-2.376817
5	1	6	-0.544164
4	1	5	-3.99307
3	1	4	0.789764
2	1	3	-2.779881
1	1	2	1.466011
0	1	1	-5.8867519999999995
