	k	i	s
90	10	6	0.861377
89	10	5	4.0339030000000005
88	10	4	-0.376961
87	10	3	3.5547390000000005
86	10	2	8.067317
85	10	1	2.906632
84	9	9	1.380631
83	9	8	1.474436
82	9	7	-0.357985
81	9	6	0.275932
80	9	5	2.558866
79	9	4	2.888043
78	9	3	4.7351209999999995
77	9	2	5.677738
76	9	1	0.114266
75	8	7	-3.6390700000000002
74	8	6	-0.004575
73	8	5	-0.135512
72	8	4	-0.18528699999999998
71	8	3	-0.499585
70	8	2	-0.203485
69	8	1	-0.409021
68	7	9	-1.1825620000000001
67	7	8	0.111436
66	7	7	0.392202
65	7	6	-1.6192229999999999
64	7	5	-1.5590950000000001
63	7	4	1.494118
62	7	3	-3.362522
61	7	2	-9.38556
60	7	1	-6.805347
59	6	8	-7.223007
58	6	7	0.23507600000000003
57	6	6	-2.8039959999999997
56	6	5	-0.770892
55	6	4	-4.273543
54	6	3	-5.950904
53	6	2	-8.799336
52	6	1	-12.406148
51	5	14	1.8449
50	5	13	0.468336
49	5	12	-0.46655399999999997
48	5	11	-0.8557799999999999
47	5	10	-0.153712
46	5	9	-0.670183
45	5	8	0.15504300000000001
44	5	7	-0.31993299999999997
43	5	6	1.5353459999999999
42	5	5	1.497031
41	5	4	0.5820390000000001
40	5	3	0.6796260000000001
39	5	2	0.8927959999999999
38	5	1	1.036481
37	4	9	0.91845
36	4	8	0.714208
35	4	7	3.5172589999999997
34	4	6	-2.592048
33	4	5	12.473074
32	4	4	8.013733
31	4	3	26.365959000000004
30	4	2	-2.6318650000000003
29	4	1	22.601986
28	3	10	-7.030237
27	3	9	35.369683
26	3	8	6.075565
25	3	7	12.232499
24	3	6	1.2755809999999999
23	3	5	-0.6288600000000001
22	3	4	0.425867
21	3	3	-2.009865
20	3	2	1.8736669999999997
19	3	1	6.383033999999999
18	2	13	-1.932418
17	2	12	0.641037
16	2	11	-1.096703
15	2	10	-0.8612860000000001
14	2	9	-0.83129
13	2	8	-1.0205520000000001
12	2	7	-2.957348
11	2	6	-2.891996
10	2	5	-4.079626
9	2	4	-4.41587
8	2	3	-3.428196
7	2	2	-3.5669129999999996
6	2	1	-6.617699000000001
5	1	6	-2.319589
4	1	5	-2.1478900000000003
3	1	4	0.146544
2	1	3	3.8973980000000004
1	1	2	-0.705597
0	1	1	8.363047
