	k	i	s
90	10	6	1.4501469999999999
89	10	5	-0.211125
88	10	4	-0.715707
87	10	3	1.240261
86	10	2	0.664193
85	10	1	-3.2827019999999996
84	9	9	-2.062733
83	9	8	-2.491445
82	9	7	2.147586
81	9	6	3.3957949999999997
80	9	5	-1.411225
79	9	4	6.818935999999999
78	9	3	-2.5032240000000003
77	9	2	10.721333
76	9	1	3.258315
75	8	7	2.268291
74	8	6	-2.622751
73	8	5	-1.7157779999999998
72	8	4	-1.8181080000000003
71	8	3	-4.597036
70	8	2	-4.422474
69	8	1	-1.163131
68	7	9	-3.2157780000000002
67	7	8	-3.4879330000000004
66	7	7	0.650547
65	7	6	0.8449709999999999
64	7	5	-3.468982
63	7	4	3.87045
62	7	3	-4.368048
61	7	2	-2.1803020000000006
60	7	1	0.056165
59	6	8	-2.298702
58	6	7	1.201969
57	6	6	4.533582
56	6	5	5.371233999999999
55	6	4	3.2361419999999996
54	6	3	6.948221
53	6	2	2.95421
52	6	1	1.266468
51	5	14	-1.386521
50	5	13	-0.489771
49	5	12	-0.337505
48	5	11	-0.725815
47	5	10	-0.885908
46	5	9	0.9528690000000001
45	5	8	1.005496
44	5	7	0.458211
43	5	6	0.622506
42	5	5	0.49761000000000005
41	5	4	0.624213
40	5	3	-1.219096
39	5	2	-0.952269
38	5	1	-0.320004
37	4	9	-2.006457
36	4	8	-2.5558259999999997
35	4	7	-5.756762999999999
34	4	6	-4.16144
33	4	5	-0.684649
32	4	4	-2.5179150000000003
31	4	3	2.330926
30	4	2	-6.7547820000000005
29	4	1	-36.020073
28	3	10	-5.372869000000001
27	3	9	-0.43146999999999996
26	3	8	-3.3306519999999997
25	3	7	-3.504778
24	3	6	1.084575
23	3	5	4.9566040000000005
22	3	4	4.875121
21	3	3	-2.668666
20	3	2	-5.550086
19	3	1	-0.12391600000000001
18	2	13	1.6521439999999998
17	2	12	0.693133
16	2	11	0.170382
15	2	10	-1.673418
14	2	9	0.425328
13	2	8	0.047409
12	2	7	-1.092857
11	2	6	-1.173037
10	2	5	-0.139531
9	2	4	-0.140156
8	2	3	-0.544991
7	2	2	-0.09711900000000001
6	2	1	-2.063421
5	1	6	-0.565523
4	1	5	1.2183540000000002
3	1	4	0.479475
2	1	3	1.431789
1	1	2	15.453778
0	1	1	2.845097
