	k	i	s
78	10	6	0.792932
77	10	5	-0.12323699999999999
76	10	4	-0.412901
75	10	3	-0.386855
74	10	2	-0.74956
73	10	1	-0.517367
72	9	9	2.097681
71	9	8	1.428507
70	9	7	1.326403
69	9	6	1.7246419999999998
68	9	5	1.991939
67	9	4	5.517952999999999
66	9	3	10.820950999999999
65	9	2	9.055892
64	9	1	4.897085
63	8	7	2.0060540000000002
62	8	6	0.402165
61	8	5	0.101566
60	8	4	-2.1410009999999997
59	8	3	-5.540817
58	8	2	-10.379937
57	8	1	-6.404562
56	7	9	-8.647459999999999
55	7	8	-2.1235009999999996
54	7	7	-2.2239240000000002
53	7	6	-4.553699
52	7	5	-10.246609
51	7	4	-4.02136
50	7	3	-1.9572669999999999
49	7	2	-3.5426040000000003
48	7	1	-3.1528560000000003
47	6	8	0.9608859999999995
46	6	7	10.699464
45	6	6	6.850666
44	6	5	4.601079
43	6	4	3.870681
42	6	3	-1.345823
41	6	2	0.298526
40	6	1	-2.549829
39	5	14	2.444709
38	5	13	1.584732
37	5	12	1.048133
36	5	11	0.150534
35	5	10	-0.155103
34	5	9	0.715331
33	5	8	0.773683
32	5	7	2.326054
31	5	6	2.4933959999999997
30	5	5	2.760351
29	5	4	2.81413
28	5	3	2.362859
27	5	2	2.512526
26	5	1	1.503944
25	4	9	-0.195449
24	4	8	1.876436
23	4	7	6.041327
22	4	6	10.724844000000001
21	4	5	15.454229000000002
20	4	4	9.156741
19	4	3	2.801391
18	4	2	6.523622
17	4	1	-24.679434
16	3	10	-11.975598999999999
15	3	9	-4.187634
14	3	8	-13.157086999999999
13	3	7	3.958982
12	3	6	7.197533
11	3	5	16.368557
10	3	4	16.357917999999998
9	3	3	17.8988
8	3	2	20.93061
7	3	1	7.489785
6	2	13	0.8226549999999999
5	2	12	1.8052830000000002
4	2	11	2.050491
3	2	10	-5.842731000000001
2	2	1	5.367091
1	1	6	0.262442
0	1	1	-10.268784
