	k	i	s
90	10	6	-0.6660550000000001
89	10	5	-0.856333
88	10	4	0.263863
87	10	3	0.40368200000000004
86	10	2	-0.317492
85	10	1	-0.595322
84	9	9	-0.29412699999999997
83	9	8	-0.700752
82	9	7	-0.554346
81	9	6	4.4072059999999995
80	9	5	4.40036
79	9	4	6.402955
78	9	3	4.561322
77	9	2	7.115577999999999
76	9	1	5.00116
75	8	7	8.478879000000001
74	8	6	1.9371619999999998
73	8	5	-2.102379
72	8	4	-1.9217810000000002
71	8	3	-1.154091
70	8	2	-0.9393530000000001
69	8	1	-5.562344
68	7	9	-1.182032
67	7	8	-8.28683
66	7	7	-5.680909
65	7	6	-14.169098
64	7	5	-11.881357
63	7	4	-15.223033999999998
62	7	3	-1.119032
61	7	2	-2.5414630000000002
60	7	1	-3.269734
59	6	8	3.257484
58	6	7	16.308621000000002
57	6	6	15.241392000000001
56	6	5	14.513035999999998
55	6	4	19.20186
54	6	3	15.396120000000002
53	6	2	9.079464
52	6	1	9.502105
51	5	14	3.67365
50	5	13	1.166152
49	5	12	1.422831
48	5	11	2.998026
47	5	10	2.795061
46	5	9	2.099514
45	5	8	1.7772860000000001
44	5	7	5.938269
43	5	6	5.654411
42	5	5	3.359468
41	5	4	3.767063
40	5	3	3.3401110000000003
39	5	2	3.542119
38	5	1	-2.327085
37	4	9	1.690893
36	4	8	1.725945
35	4	7	25.895758999999998
34	4	6	-8.360178
33	4	5	5.830915
32	4	4	0.993605
31	4	3	-20.721521
30	4	2	-0.0006230000000000001
29	4	1	-56.758137
28	3	10	-0.202094
27	3	9	8.287625
26	3	8	-4.7660290000000005
25	3	7	8.047317999999999
24	3	6	2.978714
23	3	5	1.098498
22	3	4	0.43898000000000004
21	3	3	4.62426
20	3	2	3.655294
19	3	1	4.883308
18	2	13	0.208815
17	2	12	-0.32038099999999997
16	2	11	-0.410084
15	2	10	-1.366279
14	2	9	-2.014321
13	2	8	-2.737736
12	2	7	-2.885552
11	2	6	-2.4686310000000002
10	2	5	-2.457887
9	2	4	-3.189237
8	2	3	-2.844352
7	2	2	-1.325509
6	2	1	-0.290928
5	1	6	1.8492
4	1	5	-5.490857
3	1	4	-8.196213
2	1	3	3.83511
1	1	2	14.861613
0	1	1	-15.829702
