	k	i	s
90	10	6	0.523262
89	10	5	0.9354100000000001
88	10	4	2.464419
87	10	3	3.081676
86	10	2	2.7212400000000003
85	10	1	-1.0231270000000001
84	9	9	0.557153
83	9	8	0.09665399999999999
82	9	7	0.712981
81	9	6	-1.372652
80	9	5	2.994151
79	9	4	3.742518
78	9	3	5.534213
77	9	2	1.853625
76	9	1	4.3795
75	8	7	3.125656
74	8	6	0.25819200000000003
73	8	5	-0.6465310000000001
72	8	4	-0.544241
71	8	3	-2.249804
70	8	2	-3.8009760000000004
69	8	1	-6.478431
68	7	9	1.58772
67	7	8	2.48349
66	7	7	1.4285569999999999
65	7	6	-11.337603
64	7	5	-8.796346999999999
63	7	4	-2.584811
62	7	3	-4.794429
61	7	2	-0.8817139999999997
60	7	1	-0.732
59	6	8	11.337865
58	6	7	3.4198489999999997
57	6	6	17.361559
56	6	5	3.6038129999999997
55	6	4	25.128020999999997
54	6	3	13.85113
53	6	2	4.064979
52	6	1	3.040922
51	5	14	2.5685700000000002
50	5	13	1.716896
49	5	12	1.9835029999999998
48	5	11	1.445176
47	5	10	1.244623
46	5	9	2.493864
45	5	8	2.564886
44	5	7	2.0769040000000003
43	5	6	2.1616150000000003
42	5	5	1.57395
41	5	4	1.722188
40	5	3	3.51585
39	5	2	3.487093
38	5	1	2.344569
37	4	9	-2.507745
36	4	8	-3.001688
35	4	7	28.741896
34	4	6	-8.42797
33	4	5	6.363814
32	4	4	1.147058
31	4	3	-27.944984
30	4	2	-17.324421
29	4	1	-79.754875
28	3	10	2.987812
27	3	9	21.050953
26	3	8	6.489878
25	3	7	22.054388
24	3	6	8.434896
23	3	5	-1.823177
22	3	4	2.3991540000000002
21	3	3	4.312996
20	3	2	5.613847
19	3	1	11.577645
18	2	13	-0.12977
17	2	12	0.606105
16	2	11	-1.725071
15	2	10	-1.7370830000000002
14	2	9	-1.752307
13	2	8	-1.8731389999999999
12	2	7	-2.732954
11	2	6	-2.806501
10	2	5	-3.035493
9	2	4	-2.8765709999999998
8	2	3	-4.080106
7	2	2	-3.598757
6	2	1	-1.336783
5	1	6	-2.721581
4	1	5	-1.7102060000000001
3	1	4	-2.495596
2	1	3	0.653296
1	1	2	5.715919
0	1	1	-0.8390780000000001
