	k	i	s
90	10	6	1.6906849999999998
89	10	5	1.8051669999999997
88	10	4	-0.458107
87	10	3	-0.241538
86	10	2	1.734421
85	10	1	1.5384790000000002
84	9	9	0.627817
83	9	8	-0.123518
82	9	7	-0.12717
81	9	6	0.328825
80	9	5	1.7520229999999999
79	9	4	1.0235040000000002
78	9	3	12.626788999999999
77	9	2	9.551288
76	9	1	-3.09315
75	8	7	2.755308
74	8	6	-2.425624
73	8	5	-0.303518
72	8	4	-0.38694
71	8	3	-1.028238
70	8	2	-1.337117
69	8	1	1.895593
68	7	9	-0.970173
67	7	8	-0.800882
66	7	7	-0.781192
65	7	6	0.614796
64	7	5	-0.026996
63	7	4	-0.550517
62	7	3	3.295025
61	7	2	0.545213
60	7	1	-2.8908
59	6	8	-6.356203
58	6	7	-1.6885499999999998
57	6	6	10.387255999999999
56	6	5	4.57761
55	6	4	3.194033
54	6	3	1.7699619999999998
53	6	2	-0.927285
52	6	1	1.219907
51	5	14	2.8205459999999998
50	5	13	2.4630259999999997
49	5	12	3.477058
48	5	11	0.301546
47	5	10	1.0979379999999999
46	5	9	0.814682
45	5	8	1.625653
44	5	7	1.3659430000000001
43	5	6	2.3651459999999997
42	5	5	2.2870369999999998
41	5	4	0.331021
40	5	3	0.594808
39	5	2	1.392436
38	5	1	2.057033
37	4	9	-1.233748
36	4	8	-3.201865
35	4	7	-2.70109
34	4	6	-3.5927309999999997
33	4	5	-0.186123
32	4	4	-0.753918
31	4	3	-0.17065
30	4	2	8.204214
29	4	1	-11.301272
28	3	10	-5.980919
27	3	9	-4.628733
26	3	8	-1.6406490000000002
25	3	7	6.2059940000000005
24	3	6	16.467648999999998
23	3	5	10.854884
22	3	4	9.705703999999999
21	3	3	9.630644
20	3	2	3.4350400000000003
19	3	1	-2.65178
18	2	13	0.9570069999999999
17	2	12	3.4499449999999996
16	2	11	2.5044169999999997
15	2	10	1.0270270000000001
14	2	9	0.402376
13	2	8	1.277876
12	2	7	1.194623
11	2	6	-1.32435
10	2	5	-1.320884
9	2	4	-0.7012470000000001
8	2	3	-0.306652
7	2	2	-1.431992
6	2	1	-1.108668
5	1	6	-2.474771
4	1	5	2.403449
3	1	4	7.261437
2	1	3	2.705048
1	1	2	17.308692999999998
0	1	1	-2.063879
