k	j	i	s	
10	165	6	-0.540373	
10	165	5	-0.585346	
10	164	4	0.134180	
10	164	3	0.100873	
10	163	2	0.260249	
10	163	1	0.412537	
9	163	9	2.294315	
9	162	8	2.895960	
9	162	7	3.329551	
9	161	6	6.877584	
9	160	5	6.976096	
9	159	4	11.353494	
9	158	3	17.641670	
9	157	3	16.629066	
9	156	2	5.350576	
9	155	2	4.863142	
9	154	1	-2.472947	
8	154	7	-2.962590	
8	153	7	2.233159	
8	152	6	2.025613	
8	151	6	0.806430	
8	151	5	0.621808	
8	150	4	2.474245	
8	149	4	3.817463	
8	148	3	2.569461	
8	147	3	2.147908	
8	146	2	-0.583425	
8	145	2	2.307257	
8	144	1	4.148874	
7	144	9	-1.384479	
7	144	8	-1.042943	
7	143	7	-1.453414	
7	142	6	2.177137	
7	141	6	-0.675258	
7	140	5	2.551349	
7	139	5	-3.466945	
7	138	4	3.460449	
7	137	4	-3.267324	
7	136	3	3.013594	
7	135	3	-6.304254	
7	134	2	-4.629125	
7	133	2	-7.627873	
7	132	1	-4.172452	
6	132	8	-9.033140	
6	131	8	3.812779	
6	130	7	-1.347794	
6	129	7	0.100414	
6	128	6	1.972925	
6	127	6	4.203036	
6	126	5	4.163417	
6	125	5	4.296381	
6	124	4	4.523649	
6	123	4	3.626069	
6	122	3	2.575537	
6	121	3	2.321228	
6	120	2	2.899276	
6	119	2	2.154733	
6	118	1	4.085117	
5	118	14	4.237118	
5	117	14	4.585725	
5	116	13	4.219442	
5	115	12	4.396748	
5	114	11	6.293676	
5	113	11	7.086047	
5	112	10	7.911954	
5	111	10	7.548202	
5	110	9	8.518807	
5	109	9	8.799595	
5	108	8	9.388947	
5	107	8	8.871577	
5	106	7	10.743214	
5	105	7	9.730485	
5	104	6	6.596954	
5	103	6	4.241641	
5	102	5	5.631782	
5	101	5	3.637293	
5	100	4	6.826300	
5	99	4	4.333019	
5	98	3	5.716663	
5	97	3	3.759157	
5	96	2	1.863707	
5	96	1	1.915278	
4	96	9	-1.628867	
4	95	8	1.018867	
4	95	7	5.523051	
4	94	6	1.749818	
4	94	5	4.439935	
4	93	4	22.236454	
4	92	3	-15.776170	
4	92	2	-10.900768	
4	91	1	-3.592149	
3	91	10	2.596777	
3	91	9	11.660003	
3	90	8	0.883598	
3	89	7	14.282619	
3	89	6	6.315194	
3	88	5	5.387408	
3	88	4	9.470686	
3	87	3	6.327000	
3	86	2	13.264699	
3	85	2	5.522186	
3	85	1	5.942676	
2	85	13	2.442990	
2	84	12	2.992694	
2	83	12	1.999762	
2	83	11	1.798348	
2	82	10	1.429513	
2	82	9	1.245127	
2	81	8	1.748315	
2	81	7	1.816436	
2	80	6	2.193415	
2	80	5	2.344760	
2	79	4	6.513944	
2	78	3	6.378299	
2	77	3	5.389488	
2	76	2	4.821383	
2	75	1	2.806468	
1	75	6	0.746929	
1	75	5	0.895054	
1	74	4	9.842603	
1	73	3	21.376432	
1	72	2	15.946095	
1	71	2	21.425158	
1	70	1	7.202613	
