k	j	i	s	
10	136	6	-0.096808	
10	136	5	-0.281162	
10	135	4	0.354913	
10	135	3	0.321588	
10	134	2	0.494640	
10	134	1	0.510626	
9	134	9	1.087347	
9	133	8	1.789663	
9	133	7	1.619453	
9	132	6	6.268950	
9	131	6	8.974749	
9	130	5	8.932232	
9	129	4	13.571774	
9	128	3	14.751169	
9	127	3	16.237904	
9	126	2	8.745508	
9	125	2	6.802534	
9	124	1	-5.033425	
8	124	7	-6.500367	
8	123	7	0.905101	
8	122	6	0.617832	
8	121	6	0.436751	
8	120	5	2.781999	
8	119	5	4.043266	
8	118	4	2.854318	
8	117	4	2.351817	
8	116	3	3.180009	
8	115	3	1.105383	
8	114	2	4.560975	
8	113	2	2.469205	
8	113	1	2.827119	
7	113	9	-1.202442	
7	112	8	-2.454925	
7	112	7	-1.814795	
7	111	6	0.912343	
7	110	5	-1.168589	
7	109	5	1.873214	
7	108	4	-3.265417	
7	107	4	1.332270	
7	106	3	-11.607508	
7	105	3	-1.360858	
7	104	2	-9.587883	
7	103	2	-3.089012	
7	102	1	-2.261963	
6	102	8	-3.446771	
6	101	8	2.712243	
6	100	7	0.585138	
6	99	7	2.844321	
6	98	6	-0.673705	
6	97	6	3.285730	
6	96	5	2.226759	
6	95	5	4.615433	
6	94	4	4.953442	
6	93	4	6.224555	
6	92	3	5.646374	
6	91	3	5.686243	
6	90	2	4.323418	
6	89	2	4.301093	
6	88	1	5.163433	
5	88	14	4.251355	
5	87	14	5.542246	
5	86	13	2.513349	
5	86	12	2.672765	
5	85	11	7.582615	
5	84	10	7.810775	
5	83	10	8.838929	
5	82	9	9.620784	
5	81	8	8.284169	
5	80	7	6.587837	
5	79	7	2.136402	
5	78	6	5.778634	
5	77	6	2.160764	
5	77	5	2.093628	
5	76	4	3.972965	
5	75	4	4.802607	
5	74	3	2.816658	
5	73	2	3.588118	
5	72	1	0.454566	
4	72	9	-1.122985	
4	72	8	-1.076611	
4	71	7	20.143517	
4	70	6	-1.948237	
4	70	5	-0.004054	
4	69	4	10.871867	
4	68	3	-4.208604	
4	68	2	-14.266912	
4	67	1	-30.861504	
3	67	10	2.690465	
3	67	9	12.467308	
3	66	8	5.319091	
3	65	7	15.683928	
3	65	6	10.039541	
3	64	5	5.468201	
3	64	4	7.300182	
3	63	3	14.699626	
3	62	2	13.727061	
3	61	2	5.319608	
3	61	1	7.141067	
2	61	13	1.190809	
2	60	12	1.686309	
2	59	11	0.763331	
2	58	10	-0.414119	
2	58	9	-0.475554	
2	57	8	-0.861070	
2	57	7	-0.750193	
2	56	6	-0.806693	
2	56	5	-0.610969	
2	55	4	-2.665629	
2	54	3	-2.824331	
2	53	3	-2.662042	
2	52	2	-0.511189	
2	51	1	-1.342770	
1	51	6	-2.651471	
1	51	5	-2.426052	
1	50	4	14.589187	
1	49	4	3.998416	
1	49	3	3.821550	
1	48	2	17.715075	
1	47	2	13.142245	
1	46	1	5.813167	
