k	j	i	s	
10	121	6	-0.139264	
10	121	5	-0.181463	
10	120	4	0.301835	
10	120	3	0.341428	
10	119	2	0.887975	
10	119	1	0.850270	
9	119	9	-0.413459	
9	118	8	1.556576	
9	118	7	1.854299	
9	117	6	6.288632	
9	116	5	11.788410	
9	115	4	8.949851	
9	114	3	14.926455	
9	113	3	11.182053	
9	112	2	18.300629	
9	111	2	1.066229	
9	110	1	5.896540	
8	110	7	3.429592	
8	109	7	-1.086701	
8	108	6	2.141209	
8	107	6	1.994038	
8	107	5	1.728450	
8	106	4	4.887267	
8	105	4	4.864914	
8	104	3	4.049243	
8	103	3	2.658330	
8	102	2	1.891573	
8	102	1	2.244796	
7	102	9	-0.654982	
7	101	8	-1.375098	
7	101	7	-0.157490	
7	100	6	3.075667	
7	99	6	1.528851	
7	98	5	1.360119	
7	97	5	-0.484533	
7	96	4	0.951040	
7	95	4	-4.006526	
7	94	3	5.346379	
7	93	3	-4.457192	
7	92	2	1.888185	
7	91	2	-4.061589	
7	90	1	-4.957164	
6	90	8	-0.774952	
6	89	8	3.077555	
6	88	7	-0.656814	
6	87	7	1.513306	
6	86	6	0.711727	
6	85	6	2.608924	
6	84	5	4.348422	
6	83	4	2.957969	
6	82	3	4.424706	
6	81	3	3.444461	
6	80	2	2.710310	
6	79	2	0.957121	
6	79	1	1.367065	
5	79	14	0.421288	
5	78	13	0.165227	
5	78	12	0.216390	
5	77	11	2.292176	
5	76	10	4.286599	
5	75	10	4.095109	
5	74	9	2.041298	
5	73	8	-3.101284	
5	72	7	-1.468845	
5	71	6	-1.573422	
5	71	5	-1.698083	
5	70	4	-0.048554	
5	70	3	-0.129180	
5	69	2	-0.184671	
5	69	1	-0.405889	
4	69	9	-2.530549	
4	68	8	-6.686288	
4	68	7	-10.347594	
4	67	6	-10.860682	
4	67	5	-6.583056	
4	66	4	-7.556159	
4	65	3	-0.288011	
4	64	2	-13.106634	
4	63	1	5.002207	
3	63	10	0.669787	
3	62	9	13.055674	
3	61	9	6.377625	
3	61	8	2.644423	
3	60	7	21.922192	
3	59	6	6.056387	
3	59	5	4.961092	
3	58	4	11.498912	
3	57	3	6.902203	
3	56	2	10.278609	
3	55	2	3.059006	
3	55	1	4.456946	
2	55	13	0.875402	
2	54	12	1.094877	
2	54	11	0.797878	
2	53	10	0.241148	
2	53	9	-0.132573	
2	52	8	-0.279149	
2	52	7	-0.405677	
2	51	6	-0.225639	
2	51	5	-0.189494	
2	50	4	-0.197356	
2	50	3	-0.150869	
2	49	2	-0.310278	
2	49	1	-0.010900	
1	49	6	-0.822149	
1	48	5	1.388365	
1	48	4	2.337906	
1	47	3	17.978827	
1	46	2	11.176770	
1	45	2	22.293962	
1	44	1	7.771276	
