	k	i	s
90	10	6	-2.4977080000000003
89	10	5	-1.843019
88	10	4	-2.158051
87	10	3	-1.0833540000000002
86	10	2	-1.179869
85	10	1	-2.826357
84	9	9	2.220191
83	9	8	1.1086610000000001
82	9	7	6.626258
81	9	6	0.675175
80	9	5	4.213361
79	9	4	4.842326
78	9	3	15.447142
77	9	2	0.95258
76	9	1	3.143123
75	8	7	-0.004736
74	8	6	-0.910624
73	8	5	7.579174000000001
72	8	4	1.028838
71	8	3	-5.618793
70	8	2	-8.252596
69	8	1	-7.029089
68	7	9	-4.931398
67	7	8	-3.1696
66	7	7	1.9714310000000002
65	7	6	-8.775776
64	7	5	-5.257406
63	7	4	-3.229649
62	7	3	-6.882639999999999
61	7	2	-7.654833
60	7	1	-5.938176
59	6	8	1.3599169999999994
58	6	7	10.503922
57	6	6	11.294024
56	6	5	10.070039999999999
55	6	4	10.425811999999999
54	6	3	18.942787
53	6	2	6.699369000000001
52	6	1	2.327209
51	5	14	0.036121
50	5	13	-0.342017
49	5	12	-0.08200700000000001
48	5	11	1.232915
47	5	10	1.433124
46	5	9	1.6604189999999999
45	5	8	1.917976
44	5	7	3.030382
43	5	6	3.158332
42	5	5	7.181844999999999
41	5	4	5.646907
40	5	3	11.006508
39	5	2	13.763437
38	5	1	-0.054379
37	4	9	1.771294
36	4	8	3.32266
35	4	7	19.013208
34	4	6	-10.40675
33	4	5	-0.20811100000000002
32	4	4	-0.218256
31	4	3	-15.876287
30	4	2	-7.67063
29	4	1	-39.927845
28	3	10	2.183062
27	3	9	7.2586070000000005
26	3	8	0.6833130000000001
25	3	7	7.701186999999999
24	3	6	1.579933
23	3	5	1.6526330000000002
22	3	4	2.73402
21	3	3	4.386342
20	3	2	2.798892
19	3	1	3.583194
18	2	13	3.7979220000000002
17	2	12	4.214701
16	2	11	4.454869
15	2	10	4.004027
14	2	9	3.939639
13	2	8	2.405287
12	2	7	2.507645
11	2	6	1.037164
10	2	5	1.510307
9	2	4	0.862369
8	2	3	1.226956
7	2	2	3.1588830000000003
6	2	1	3.9395059999999997
5	1	6	-2.611055
4	1	5	-1.483655
3	1	4	-2.429694
2	1	3	-1.052878
1	1	2	2.846476
0	1	1	-5.466125
