	k	i	s
90	10	6	-0.797764
89	10	5	-0.092805
88	10	4	-4.261174
87	10	3	-0.739587
86	10	2	-0.965239
85	10	1	-2.127889
84	9	9	1.521717
83	9	8	1.597133
82	9	7	4.678053
81	9	6	2.194095
80	9	5	2.255363
79	9	4	3.184455
78	9	3	22.581841
77	9	2	10.860244999999999
76	9	1	3.287696
75	8	7	1.97471
74	8	6	7.516133
73	8	5	11.596664
72	8	4	12.313693
71	8	3	8.101892
70	8	2	0.5627929999999999
69	8	1	-2.985794
68	7	9	-4.144897
67	7	8	-4.496688
66	7	7	-5.398438
65	7	6	-8.081723
64	7	5	-13.463522000000001
63	7	4	-11.46126
62	7	3	-16.917075
61	7	2	-14.350760000000001
60	7	1	-1.81266
59	6	8	-8.394085
58	6	7	-4.851966
57	6	6	10.53681
56	6	5	2.280042
55	6	4	11.637283
54	6	3	8.28805
53	6	2	4.563092
52	6	1	4.780137
51	5	14	0.155814
50	5	13	0.795528
49	5	12	1.254399
48	5	11	0.94463
47	5	10	1.074019
46	5	9	1.7735459999999998
45	5	8	2.076994
44	5	7	3.8442410000000002
43	5	6	5.449582
42	5	5	2.323498
41	5	4	2.360186
40	5	3	10.147690999999998
39	5	2	1.2780610000000001
38	5	1	1.807873
37	4	9	-0.24213
36	4	8	-0.9095530000000001
35	4	7	-1.177764
34	4	6	17.480584999999998
33	4	5	7.387969
32	4	4	7.69992
31	4	3	14.141316999999997
30	4	2	-8.301623
29	4	1	7.395803999999999
28	3	10	2.9742580000000003
27	3	9	10.772132999999997
26	3	8	13.437203
25	3	7	13.225185999999999
24	3	6	5.791427
23	3	5	5.722205000000001
22	3	4	5.109915
21	3	3	4.0201150000000005
20	3	2	3.021159
19	3	1	6.917679
18	2	13	3.7835739999999998
17	2	12	2.664273
16	2	11	4.087504
15	2	10	2.083088
14	2	9	2.626451
13	2	8	2.364332
12	2	7	4.047599
11	2	6	3.740025
10	2	5	2.355485
9	2	4	2.4189130000000003
8	2	3	2.1234290000000002
7	2	2	2.511834
6	2	1	7.381218
5	1	6	2.373208
4	1	5	5.18944
3	1	4	2.314466
2	1	3	7.715261
1	1	2	26.998611
0	1	1	4.132547
