	k	i	s
90	10	6	-0.26459099999999997
89	10	5	0.13011199999999998
88	10	4	-0.530573
87	10	3	0.8954700000000001
86	10	2	0.246191
85	10	1	-1.8796
84	9	9	3.5072419999999997
83	9	8	5.075872
82	9	7	0.9379649999999999
81	9	6	-0.9383379999999999
80	9	5	-0.593911
79	9	4	2.0113540000000003
78	9	3	7.074311
77	9	2	8.472534999999999
76	9	1	2.62604
75	8	7	1.1613129999999998
74	8	6	0.655421
73	8	5	-1.037641
72	8	4	-0.949371
71	8	3	-5.5946810000000005
70	8	2	-7.474584999999999
69	8	1	-6.2824599999999995
68	7	9	-2.1927830000000004
67	7	8	-2.995266
66	7	7	-3.067714
65	7	6	-2.1592569999999998
64	7	5	-0.439071
63	7	4	-4.580113
62	7	3	-5.703908
61	7	2	0.49495699999999987
60	7	1	-9.202922000000001
59	6	8	-2.3165270000000007
58	6	7	-3.9502960000000007
57	6	6	-4.173772
56	6	5	5.494519
55	6	4	10.228304999999999
54	6	3	24.874018
53	6	2	5.435355
52	6	1	6.364326
51	5	14	2.76665
50	5	13	0.9798790000000001
49	5	12	1.233402
48	5	11	1.985459
47	5	10	2.03417
46	5	9	1.453928
45	5	8	1.6165040000000002
44	5	7	2.1198810000000003
43	5	6	2.367861
42	5	5	1.275708
41	5	4	1.4146729999999998
40	5	3	1.512493
39	5	2	1.684072
38	5	1	1.128011
37	4	9	1.055939
36	4	8	1.5153729999999999
35	4	7	5.86417
34	4	6	5.0667860000000005
33	4	5	3.4124849999999998
32	4	4	0.60348
31	4	3	18.482753
30	4	2	1.425928
29	4	1	5.599221
28	3	10	-4.671717
27	3	9	25.394068
26	3	8	0.9268959999999999
25	3	7	5.2248410000000005
24	3	6	5.732905000000001
23	3	5	4.817803
22	3	4	3.34691
21	3	3	3.7316769999999995
20	3	2	3.998732
19	3	1	2.838498
18	2	13	2.353656
17	2	12	2.8078790000000002
16	2	11	2.940095
15	2	10	1.2346629999999998
14	2	9	0.744883
13	2	8	1.194809
12	2	7	1.1608610000000001
11	2	6	0.11708199999999999
10	2	5	0.241441
9	2	4	1.841473
8	2	3	1.7487849999999998
7	2	2	1.4186969999999999
6	2	1	2.332234
5	1	6	2.065029
4	1	5	0.043592
3	1	4	-1.6537810000000002
2	1	3	6.682597
1	1	2	12.938866
0	1	1	-3.0752610000000002
